ONSConstID,ConstituencyName,RegNationID,RegNationName,Con_num,Con_pc / Electric only,Con_pc / Mains gas only,Con_pc / No central heating,Con_pc / Oil only,Con_pc / Other,Con_pc / Tank or bottled gas only,Con_pc / Two or more types of central heating
S14000099,"Motherwell, Wishaw & Carluke",S92000003,Scotland,410,0.086798172,0.793172872,0.012848935,0.023526218,0.019431751,0.009274759,0.054947292
S14000100,North East Fife,S92000003,Scotland,774,0.061087519,0.764021087,0.013545175,0.052155025,0.02098892,0.018890028,0.069312247
S14000101,Paisley & Renfrewshire North,S92000003,Scotland,317,0.065357209,0.848163058,0.02001203,0.001550065,0.011683324,0.007333889,0.045900426
S14000102,Paisley & Renfrewshire South,S92000003,Scotland,349,0.073591456,0.829744221,0.022303771,0.00353784,0.016282851,0.007668981,0.04687088
S14000103,Perth & Kinross-shire,S92000003,Scotland,1099,0.113330788,0.675128303,0.019340883,0.080226492,0.02669975,0.023306612,0.061967171
S14000104,Rutherglen,S92000003,Scotland,298,0.062042254,0.847159624,0.016502347,0.002112676,0.013568075,0.006995305,0.051619718
S14000105,Stirling & Strathallan,S92000003,Scotland,1008,0.085517892,0.706359368,0.015005504,0.071006582,0.027652358,0.022643035,0.071815262
S14000106,West Dunbartonshire,S92000003,Scotland,345,0.060481757,0.841776623,0.017661402,0.005606071,0.014334222,0.007862173,0.052277751
S14000107,"Ayr, Carrick & Cumnock",S92000003,Scotland,743,0.050946246,0.787790835,0.012081741,0.055524093,0.023361178,0.017532682,0.052763226
S14000108,"Berwickshire, Roxburgh & Selkirk",S92000003,Scotland,1125,0.095494095,0.586609668,0.020597189,0.127080769,0.059654123,0.024289138,0.086275018
S14000109,Central Ayrshire,S92000003,Scotland,508,0.042150067,0.843195914,0.011066521,0.032299647,0.011163809,0.012355588,0.047768454
S14000110,Kilmarnock & Loudoun,S92000003,Scotland,493,0.023449371,0.866583513,0.010953623,0.024311146,0.014899648,0.011180406,0.048622293
S14000111,West Aberdeenshire & Kincardine,S92000003,Scotland,1214,0.091807605,0.514381672,0.017320379,0.223413698,0.043133021,0.029123186,0.080820439
W07000081,Aberafan Maesteg,W92000004,Wales,3305,0.029256101,0.854748603,0.007056748,0.006395178,0.01575517,0.005807116,0.080981084
W07000082,Alyn & Deeside,W92000004,Wales,3725,0.02967515,0.799218714,0.007904235,0.044272856,0.018001553,0.015831315,0.085096176
W07000083,Bangor Aberconwy,W92000004,Wales,4884,0.063511025,0.642003882,0.019337017,0.091359315,0.02600667,0.03623513,0.121546961
W07000084,Blaenau Gwent & Rhymney,W92000004,Wales,3998,0.022057613,0.846843034,0.005808348,0.004091711,0.021493239,0.00569077,0.094015285
W07000085,"Brecon, Radnor & Cwm Tawe",W92000004,Wales,5531,0.05464717,0.509616077,0.014190017,0.208792528,0.042810152,0.037143749,0.132800307
W07000086,Bridgend,W92000004,Wales,3365,0.03045085,0.852648436,0.004680956,0.009559005,0.010987928,0.008770633,0.082902193
W07000087,Caerfyrddin,W92000004,Wales,4953,0.048049442,0.396120869,0.014607812,0.330385715,0.045484525,0.044360847,0.120990791
W07000088,Caerphilly,W92000004,Wales,3683,0.021987325,0.853804847,0.004958638,0.00667602,0.015021044,0.008465967,0.089086159
W07000089,Cardiff East,W92000004,Wales,3344,0.081661924,0.806648622,0.014180952,0.000532075,0.012931732,0.006685636,0.077359058
W07000090,Cardiff North,W92000004,Wales,2957,0.057418988,0.843712853,0.009173601,0.001963926,0.00824332,0.003075094,0.076412218
W07000091,Cardiff South & Penarth,W92000004,Wales,3213,0.197182771,0.684423749,0.01774156,0.004260768,0.014155995,0.007427241,0.074807916
W07000092,Cardiff West,W92000004,Wales,3604,0.052580867,0.831176875,0.012158752,0.003142923,0.012204634,0.006056435,0.082679514
W07000093,Ceredigion Preseli,W92000004,Wales,6331,0.104147308,0.248936274,0.025945126,0.355088766,0.055851714,0.055215924,0.154814887
W07000094,Clwyd East,W92000004,Wales,4634,0.045573377,0.611672437,0.01071622,0.154878824,0.032054453,0.035964107,0.109140583
W07000095,Clwyd North,W92000004,Wales,3821,0.056934634,0.791411593,0.012893822,0.022693127,0.013207759,0.017176814,0.085682251
W07000096,Dwyfor Meirionnydd,W92000004,Wales,6705,0.089105416,0.411377062,0.033773447,0.196709737,0.040598743,0.070630045,0.15780555
W07000097,Gower,W92000004,Wales,3766,0.035748106,0.792116477,0.006960227,0.040317235,0.017732008,0.01796875,0.089157197
W07000098,Llanelli,W92000004,Wales,3416,0.032777247,0.690747409,0.007373656,0.144214987,0.021753509,0.019450773,0.083682418
W07000099,Merthyr Tydfil & Aberdare,W92000004,Wales,3775,0.025006274,0.844463711,0.008076844,0.006776335,0.023021287,0.00652536,0.086130188
W07000100,Mid & South Pembrokeshire,W92000004,Wales,4731,0.05467376,0.565797573,0.01519082,0.197238832,0.022797221,0.040296342,0.104005452
W07000101,Monmouthshire,W92000004,Wales,4576,0.043032036,0.65943357,0.008577084,0.12269384,0.025364709,0.029079002,0.111819759
W07000102,Montgomeryshire & Glyndwr,W92000004,Wales,6364,0.064560217,0.468854965,0.015960527,0.235516227,0.036623503,0.031063958,0.147420603
W07000103,Neath & Swansea East,W92000004,Wales,3397,0.040775848,0.828801402,0.007034295,0.01944233,0.01958071,0.006019512,0.078345903
W07000104,Newport East,W92000004,Wales,3930,0.056807975,0.813079198,0.009135721,0.008259393,0.019410669,0.007207799,0.086099244
W07000105,Newport West & Islwyn,W92000004,Wales,3732,0.036234236,0.822259829,0.005818806,0.008994807,0.029233123,0.010942136,0.086517062
W07000106,Pontypridd,W92000004,Wales,3643,0.026483026,0.852540845,0.006285675,0.005939038,0.017978878,0.006586093,0.084186444
W07000107,Rhondda & Ogmore,W92000004,Wales,3433,0.02327643,0.863614666,0.008137658,0.004273407,0.017661901,0.005000796,0.078035142
W07000108,Swansea West,W92000004,Wales,3751,0.074195367,0.805174807,0.011451375,0.00290622,0.020321853,0.004597901,0.081352477
W07000109,Torfaen,W92000004,Wales,4027,0.024253268,0.841160976,0.005317827,0.005268128,0.018438447,0.005491775,0.100069579
W07000110,Vale of Glamorgan,W92000004,Wales,3657,0.038850323,0.788795518,0.007429059,0.041748873,0.013956887,0.02014371,0.08907563
W07000111,Wrexham,W92000004,Wales,3884,0.051837844,0.749178584,0.009880629,0.067202458,0.015175511,0.014915495,0.091809479
W07000112,Ynys Môn,W92000004,Wales,3896,0.079845565,0.438096165,0.023295049,0.215787425,0.029394588,0.08717799,0.126403218
