Area Code,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024
E14000576,79.830,80.703,84.907,84.243,86.030,81.942,79.907,81.573,82.143,82.136,80.900,80.694,81.204,82.607,83.151,82.852,82.944,83.746
E14000577,85.413,84.754,87.022,85.924,84.897,83.109,81.205,82.257,83.051,84.393,83.728,81.916,83.504,82.208,84.360,83.731,84.411,80.198
E14000578,83.492,83.298,85.725,83.812,83.758,82.610,82.574,82.333,82.489,84.305,85.385,83.375,84.400,83.187,85.930,85.128,85.037,84.399
E14000579,88.563,86.567,88.979,88.528,89.907,88.684,86.351,86.468,86.365,88.240,88.571,87.846,89.589,88.502,91.365,89.437,91.986,91.618
E14000580,85.549,83.370,87.259,87.759,85.799,84.008,84.282,82.308,81.970,82.398,83.113,81.671,82.406,83.025,86.263,85.034,87.302,85.228
E14000581,88.523,86.826,89.759,92.888,91.693,89.841,90.679,90.489,91.106,91.570,89.654,89.844,89.957,90.494,90.972,92.583,91.366,91.208
E14000582,84.633,83.827,86.218,86.112,86.383,86.028,84.259,87.211,87.562,87.928,85.813,84.048,81.281,84.328,85.262,84.509,86.436,85.360
E14000583,81.547,82.245,83.330,83.566,82.996,79.069,76.546,77.525,78.447,79.759,78.084,77.582,77.987,78.850,80.695,79.270,78.563,78.419
E14000584,76.491,80.462,84.357,83.326,82.631,79.428,76.096,76.912,76.255,79.874,78.932,77.275,77.808,78.788,80.791,81.397,80.139,79.392
E14000585,84.160,81.702,84.446,82.977,82.918,79.468,80.017,80.332,78.474,79.582,77.187,79.182,80.163,78.106,80.200,80.913,79.948,80.264
E14000586,85.181,83.106,84.119,83.114,83.429,81.325,81.979,89.204,91.863,96.393,95.708,89.656,92.411,93.547,94.070,94.648,92.404,89.289
E14000587,87.697,90.563,91.247,91.712,91.548,90.835,89.789,90.092,87.560,86.842,86.869,85.655,88.353,88.015,87.068,87.446,87.544,88.029
E14000588,91.909,91.359,92.305,92.292,93.084,92.135,91.143,93.647,94.138,94.550,92.585,94.138,94.731,93.735,94.445,93.582,93.636,95.147
E14000589,86.979,85.002,86.871,86.814,88.758,86.195,84.737,87.114,87.750,86.154,85.119,85.727,87.254,87.972,88.152,87.668,88.331,90.203
E14000590,87.030,85.925,85.913,87.095,86.872,85.510,83.766,82.736,85.418,86.764,84.902,84.458,86.228,85.767,85.924,86.124,86.225,85.680
E14000591,89.567,88.157,89.783,89.615,91.376,92.131,90.939,91.383,92.142,91.631,93.134,91.961,90.303,90.380,93.105,92.995,92.974,93.637
E14000592,90.474,91.014,92.110,91.558,92.244,91.899,90.008,90.181,90.026,90.707,91.093,92.629,93.442,93.620,94.111,92.840,93.415,93.771
E14000593,87.273,85.032,88.014,86.515,86.764,86.299,84.454,83.984,85.180,85.005,85.568,86.166,86.954,89.386,89.538,88.215,87.155,88.229
E14000594,75.882,78.469,80.684,79.473,79.618,77.738,78.461,79.080,79.496,80.411,79.854,78.777,80.378,79.952,79.454,78.907,79.168,79.478
E14000595,82.623,83.178,84.764,82.917,82.739,82.234,80.026,80.145,81.442,82.520,79.930,77.998,77.204,78.830,81.209,81.764,82.544,81.974
E14000596,89.056,89.470,90.396,90.191,89.184,86.942,83.899,85.118,87.401,89.884,87.595,87.769,88.301,88.095,88.203,90.575,88.262,88.281
E14000597,81.088,82.252,85.372,85.432,84.297,82.245,83.568,83.674,82.616,81.834,83.542,80.124,80.063,80.508,82.118,84.834,83.404,82.119
E14000598,88.927,88.051,87.916,88.440,88.951,86.748,86.588,87.767,88.313,88.762,87.452,87.351,86.403,86.821,89.260,89.297,89.938,89.227
E14000599,89.402,88.169,89.340,89.102,85.898,84.174,81.966,84.111,84.036,85.794,88.542,88.545,84.834,88.060,88.548,89.364,88.215,87.356
E14000600,89.954,89.364,91.448,90.393,89.547,89.054,86.277,86.793,87.892,87.674,88.182,87.924,88.621,90.026,90.981,90.831,90.237,89.325
E14000601,88.754,86.756,88.968,89.760,90.320,89.450,86.825,88.018,89.234,91.722,91.881,92.192,92.360,93.419,92.352,92.030,92.704,92.023
E14000602,87.329,86.167,86.748,86.944,86.832,83.714,82.035,82.946,82.726,84.524,83.917,84.099,85.347,83.424,85.098,84.735,83.914,84.137
E14000603,79.274,78.944,82.353,82.114,79.758,75.482,73.541,80.560,80.594,83.169,85.261,83.726,86.630,85.261,85.950,84.933,85.664,87.630
E14000604,88.727,85.091,88.099,87.119,87.664,85.194,83.415,88.226,88.012,90.540,90.022,88.649,88.936,89.091,90.653,89.359,90.231,89.417
E14000605,87.730,88.334,89.893,91.264,89.370,88.839,89.750,91.020,94.171,95.288,94.342,94.265,94.021,94.956,95.650,95.437,95.432,95.451
E14000606,93.015,92.349,92.585,92.824,92.078,92.555,90.719,91.029,90.956,91.594,90.472,88.564,91.877,90.659,91.794,91.624,89.818,89.750
E14000607,80.002,80.261,82.722,81.349,80.616,80.111,77.373,78.012,78.931,78.110,77.231,70.863,76.112,78.894,80.675,80.469,80.663,80.385
E14000608,90.041,88.551,90.141,87.658,86.348,83.246,82.477,83.882,84.350,87.003,87.377,84.647,82.216,86.028,86.515,83.675,82.373,80.119
E14000609,87.167,87.084,85.234,86.449,85.786,85.165,83.140,84.499,86.560,88.217,86.872,83.683,88.672,87.991,88.163,89.328,88.426,88.211
E14000610,91.817,91.427,91.139,90.500,90.450,88.422,87.415,85.747,88.925,90.760,90.292,92.171,93.923,93.952,93.915,93.520,94.088,93.389
E14000611,78.461,79.016,81.195,84.818,85.715,84.077,82.609,82.741,84.385,86.020,83.761,84.031,82.923,82.501,84.778,84.849,85.248,85.288
E14000612,91.615,91.894,91.971,92.778,92.644,90.911,90.789,91.083,89.926,90.284,91.622,91.924,90.977,89.507,90.466,91.728,92.068,91.679
E14000613,85.047,82.255,85.092,84.874,83.697,83.281,81.734,82.476,83.894,84.017,82.175,77.743,83.068,84.480,85.346,86.238,87.371,88.352
E14000614,79.538,81.271,82.817,81.772,79.855,78.447,78.337,79.350,79.513,82.643,80.564,80.056,84.092,84.538,86.350,85.391,87.521,91.164
E14000615,91.680,91.127,93.311,94.007,92.458,90.228,89.024,89.757,90.285,91.837,90.655,91.900,92.481,93.866,94.869,94.599,92.960,92.454
E14000616,77.299,78.490,83.682,82.499,82.171,81.435,78.204,80.044,78.923,81.354,78.866,78.653,80.961,79.618,81.709,80.793,80.843,80.380
E14000617,89.053,87.335,89.213,89.713,90.226,87.850,85.774,85.165,84.213,88.288,87.398,85.542,85.885,84.744,85.706,85.443,85.279,84.326
E14000618,88.173,86.418,88.038,89.365,88.326,86.776,85.087,86.675,89.024,89.920,89.743,90.927,90.711,90.052,89.752,88.875,87.397,86.264
E14000619,88.568,87.949,89.174,88.058,87.712,88.020,86.437,87.849,90.338,91.257,89.839,89.363,92.224,90.034,90.230,89.464,89.680,89.544
E14000620,93.000,91.853,94.969,93.485,93.290,93.059,85.137,83.841,82.362,85.387,84.418,82.276,84.572,83.878,87.008,86.012,87.117,84.399
E14000621,89.585,90.685,92.111,92.676,90.997,90.373,90.104,91.208,91.851,90.827,90.337,88.355,90.264,93.446,95.978,96.670,96.110,96.258
E14000622,80.983,81.918,84.991,86.715,85.695,84.521,83.074,82.884,82.819,83.193,83.130,79.511,80.033,81.665,82.702,82.043,83.634,82.199
E14000623,81.570,84.739,91.041,89.672,90.248,89.087,84.855,84.160,85.736,87.797,87.150,84.964,83.711,85.719,88.141,87.113,88.133,85.701
E14000624,77.558,84.042,86.261,84.935,84.114,84.700,80.535,78.794,79.213,82.067,80.736,82.808,77.421,80.927,80.324,82.302,81.840,79.298
E14000625,87.598,86.972,89.789,88.515,89.135,85.074,84.142,84.151,84.844,86.887,85.561,81.699,88.161,88.029,89.687,86.915,85.506,85.383
E14000626,82.363,84.268,85.481,86.891,83.359,83.754,83.768,87.097,86.317,87.747,87.292,81.656,79.957,83.692,86.254,84.102,82.679,85.331
E14000627,81.631,82.437,84.021,85.041,83.872,82.873,80.268,80.300,82.608,85.477,85.018,79.072,80.756,86.034,88.915,90.249,89.887,88.930
E14000628,89.689,88.782,89.848,89.658,89.300,87.782,84.766,86.076,89.448,89.909,91.030,88.967,86.485,89.956,90.159,89.078,90.322,91.182
E14000629,95.212,94.788,95.406,95.091,94.977,94.506,93.532,93.749,94.154,93.948,95.289,93.944,93.541,93.313,94.113,94.947,95.203,95.340
E14000630,80.100,79.822,83.911,80.254,79.160,75.534,75.300,77.146,78.810,79.465,79.156,78.082,79.771,81.847,83.918,81.778,81.591,82.172
E14000631,83.990,81.067,83.200,84.562,85.489,83.345,80.787,82.728,81.684,83.839,84.828,78.442,80.160,82.073,87.180,85.821,86.886,85.001
E14000632,79.068,80.073,82.178,81.724,80.699,78.511,77.768,78.915,79.937,80.890,82.430,74.776,76.800,84.649,85.407,84.989,86.979,89.398
E14000633,81.388,82.433,83.978,85.607,84.358,83.479,83.842,83.906,83.452,83.511,81.377,76.706,79.275,80.291,81.441,81.885,82.144,81.836
E14000634,87.363,89.947,91.218,91.042,90.724,91.093,90.178,90.469,92.265,94.702,93.268,91.050,88.804,90.808,94.431,94.030,94.295,93.874
E14000635,91.694,92.326,92.064,90.589,89.878,90.362,86.956,87.501,88.009,88.855,90.107,84.897,87.914,90.420,90.911,91.848,89.041,91.875
E14000636,82.059,82.921,85.910,84.500,82.654,82.514,83.452,87.075,90.040,91.014,91.328,90.350,89.001,91.491,92.231,93.181,95.358,95.352
E14000637,83.933,80.835,83.267,83.362,81.763,79.639,79.977,82.407,83.378,85.888,88.258,89.312,89.316,90.483,92.479,91.323,90.999,88.866
E14000638,82.851,82.908,85.927,83.795,86.146,84.045,83.243,84.982,83.143,85.340,83.604,81.146,78.796,84.053,83.137,82.535,80.985,80.479
E14000639,87.704,87.213,88.499,87.911,88.239,87.776,85.796,85.318,86.557,89.765,89.105,88.526,86.944,87.352,87.836,87.982,87.972,87.165
E14000640,90.318,88.568,89.490,90.075,90.096,89.174,88.070,90.078,90.064,88.708,88.330,88.685,88.858,87.211,89.237,88.152,88.093,90.066
E14000641,87.212,85.542,86.980,89.727,88.854,87.084,84.910,85.846,86.171,86.214,84.570,86.336,88.477,89.519,88.439,88.812,87.521,87.809
E14000642,83.687,89.766,90.019,89.746,90.493,87.677,85.947,86.407,87.659,86.511,84.536,86.230,89.366,88.896,88.443,88.050,89.264,88.851
E14000643,94.295,93.162,93.672,94.179,93.653,92.740,90.332,88.253,91.482,91.549,90.551,91.508,91.980,91.337,91.857,90.727,92.131,92.569
E14000644,87.261,86.949,88.378,88.446,86.390,86.600,83.500,83.891,85.663,88.596,86.357,82.681,85.903,85.480,87.103,87.262,87.914,90.177
E14000645,77.450,77.956,79.496,77.768,78.611,76.015,74.094,74.044,76.950,76.841,76.364,74.730,78.066,78.747,79.977,82.073,82.322,83.598
E14000646,87.464,87.545,89.902,91.118,90.427,89.998,87.489,88.031,88.811,91.210,93.369,92.603,93.891,95.960,95.844,95.427,94.345,93.436
E14000647,81.990,82.805,85.122,87.037,88.012,86.003,85.477,84.692,86.010,85.231,83.728,83.958,80.082,81.057,83.015,82.697,83.630,80.682
E14000648,89.644,89.342,90.480,89.943,89.894,87.758,86.595,87.180,85.735,84.952,87.718,85.650,89.078,87.912,87.138,87.875,90.460,93.387
E14000649,93.857,93.737,93.389,94.301,93.110,93.406,92.772,94.252,95.195,94.897,94.577,94.038,94.928,95.270,95.562,95.607,95.268,94.769
E14000650,91.279,90.482,91.644,92.753,92.517,91.150,90.277,91.655,92.124,92.648,91.732,91.786,93.297,94.840,95.120,95.484,95.426,95.204
E14000651,90.347,92.384,93.418,94.606,93.009,91.700,90.942,92.518,93.848,93.220,93.674,92.402,93.731,94.814,94.087,93.973,93.680,92.193
E14000652,89.365,89.104,89.477,89.863,87.942,87.472,86.578,86.084,88.152,88.421,89.050,89.456,91.593,91.679,91.607,92.094,89.864,89.959
E14000653,86.628,88.425,92.001,90.625,89.797,86.860,84.300,84.666,85.560,88.784,88.236,87.385,87.460,92.358,94.571,94.331,93.061,94.427
E14000654,88.010,86.686,87.501,90.210,89.162,90.004,87.905,88.891,88.990,90.633,89.138,89.050,91.318,90.700,92.617,91.969,92.299,91.024
E14000655,91.376,90.894,92.959,93.341,93.780,92.660,91.859,91.449,92.005,91.905,91.588,92.002,93.270,93.889,94.545,94.368,94.404,94.757
E14000656,88.173,87.242,90.559,89.085,90.262,90.216,87.592,86.591,88.536,89.291,88.313,87.978,90.373,92.998,93.663,92.402,92.007,93.087
E14000657,80.764,77.198,79.454,79.183,78.895,80.308,81.371,83.843,83.168,86.146,86.360,86.464,87.077,88.013,90.481,91.567,90.021,91.102
E14000658,77.501,77.628,80.135,80.281,78.238,77.249,73.969,74.561,72.182,77.153,74.137,73.696,73.782,75.384,77.089,76.831,73.571,72.916
E14000659,88.203,88.872,90.794,92.428,91.627,90.573,89.711,90.752,89.407,91.060,91.153,88.403,92.014,93.082,95.137,94.751,95.090,94.033
E14000660,84.653,84.612,86.128,87.430,86.911,83.976,81.826,82.788,84.151,85.612,86.341,87.670,89.730,90.187,89.613,89.101,89.682,90.260
E14000661,91.680,89.722,89.999,90.566,90.155,86.108,83.980,83.592,84.217,86.754,85.119,83.311,79.968,83.184,84.739,83.945,84.071,83.406
E14000662,86.610,86.367,87.064,88.397,89.178,89.107,87.685,89.356,89.645,87.045,86.769,86.346,83.450,88.151,87.671,88.688,89.574,89.291
E14000663,90.246,90.790,90.139,89.620,90.164,90.468,87.928,88.722,89.588,88.568,88.616,88.508,90.198,90.159,90.080,90.636,90.908,90.763
E14000664,79.879,80.049,81.365,81.054,80.801,79.644,78.083,77.423,79.481,82.530,79.149,74.343,78.340,78.312,80.579,81.377,81.625,81.024
E14000665,89.789,88.899,89.982,89.979,87.876,86.823,83.941,85.863,86.672,87.515,87.515,87.684,88.259,88.936,90.239,87.926,87.651,88.294
E14000666,82.913,84.229,86.033,84.337,85.297,84.487,84.025,85.815,88.679,87.181,86.476,80.306,84.460,88.220,87.861,88.475,89.430,90.549
E14000667,87.006,85.679,86.880,87.369,87.630,86.544,84.594,84.366,85.194,85.906,85.188,83.464,83.477,83.998,84.669,86.339,84.435,83.598
E14000668,92.779,92.597,92.730,93.429,92.428,91.588,90.864,89.561,88.959,89.022,86.780,88.600,91.348,88.833,87.269,89.191,88.007,87.736
E14000669,83.153,87.445,89.293,88.529,87.405,86.543,84.472,85.686,84.809,85.676,86.111,83.233,88.008,91.394,92.816,92.516,92.037,93.353
E14000670,73.609,73.994,78.419,79.636,80.636,77.630,76.431,80.104,81.771,84.109,84.775,85.485,86.332,85.539,87.521,87.611,86.516,86.624
E14000671,92.796,92.257,92.631,92.939,92.624,92.440,92.539,92.860,93.355,93.080,93.006,92.983,93.990,93.580,93.306,93.743,93.816,93.528
E14000672,85.554,88.981,88.648,87.818,88.316,86.377,86.579,87.803,89.077,89.952,90.359,91.196,91.107,92.076,92.402,92.601,91.740,92.797
E14000673,91.235,89.216,90.747,91.131,89.428,87.517,86.890,88.281,88.880,88.941,88.462,89.500,88.888,87.279,88.343,86.504,87.929,88.122
E14000674,90.472,88.811,90.500,88.067,89.542,89.190,88.477,88.972,89.084,90.458,90.549,90.256,90.850,90.845,91.023,90.044,90.226,89.779
E14000675,89.335,90.428,91.932,90.781,91.271,91.907,90.650,89.322,90.843,91.308,89.621,88.595,89.015,88.581,90.127,88.574,89.589,89.176
E14000676,91.061,91.496,92.314,92.722,92.827,92.735,91.937,90.909,89.665,90.881,90.496,91.412,92.161,92.153,92.460,92.332,93.202,92.548
E14000677,88.232,87.292,88.147,90.615,90.415,89.615,87.594,88.689,88.431,91.207,90.475,90.792,88.977,91.281,90.085,91.150,90.401,88.453
E14000678,82.463,77.795,81.890,83.514,82.544,81.442,78.968,79.563,79.982,81.428,82.845,77.876,77.666,82.411,85.326,82.557,82.588,83.634
E14000679,93.980,93.052,93.132,91.408,91.821,91.849,90.033,91.109,89.858,89.933,90.826,93.033,93.663,93.720,94.651,94.572,95.026,95.110
E14000680,86.222,87.141,88.824,88.107,89.692,87.914,85.442,86.213,85.880,87.526,86.638,82.599,85.506,84.900,87.397,87.803,86.999,87.183
E14000681,92.445,91.503,93.531,91.752,91.407,91.949,91.420,92.195,93.645,93.843,93.474,93.805,89.585,93.817,93.417,93.556,93.577,91.529
E14000682,86.458,86.687,88.994,87.748,86.762,85.109,83.933,86.590,85.908,90.649,89.960,89.788,92.085,91.311,92.622,91.821,93.667,93.997
E14000683,78.944,79.495,81.900,79.670,81.945,81.086,79.195,80.080,80.201,83.346,86.712,87.393,88.725,89.811,90.094,91.121,90.236,91.817
E14000684,84.670,84.554,84.528,85.315,84.681,84.433,83.316,87.674,89.364,89.160,88.926,87.420,89.970,90.733,91.041,91.396,90.669,89.665
E14000685,81.812,80.496,84.484,87.319,86.552,84.670,83.275,84.265,87.659,90.368,89.412,88.523,86.117,88.548,92.216,94.646,92.719,90.690
E14000686,86.614,84.486,86.410,87.399,86.061,83.675,81.320,85.204,87.119,88.388,89.031,84.154,90.858,91.574,91.865,92.555,91.640,90.301
E14000687,91.734,90.718,91.776,92.034,90.901,92.056,91.255,92.142,92.764,92.856,93.253,93.968,94.161,94.367,95.170,94.788,95.083,95.268
E14000688,88.282,87.104,87.884,87.691,84.511,81.869,82.980,84.144,83.889,84.109,82.947,81.582,82.804,83.132,84.819,85.668,85.364,84.937
E14000689,87.502,87.697,90.179,88.747,89.273,88.575,87.712,88.071,90.257,91.588,90.692,89.949,89.542,88.755,90.357,88.291,87.767,88.205
E14000690,88.127,88.763,86.877,88.969,90.612,89.654,88.609,87.206,87.280,86.582,84.075,83.353,83.069,87.926,87.779,87.885,89.643,91.171
E14000691,89.321,91.147,91.614,92.046,93.781,94.141,93.356,91.626,91.898,94.208,91.912,95.646,92.983,95.255,96.188,94.658,95.070,94.173
E14000692,86.589,85.520,86.316,85.172,85.879,84.564,83.906,88.962,90.544,90.446,92.568,92.152,92.128,90.237,91.200,90.061,90.820,91.729
E14000693,90.533,90.114,92.106,91.813,91.731,91.566,89.348,89.358,91.061,90.287,90.241,89.513,89.535,90.440,90.384,89.785,89.251,89.460
E14000694,85.876,84.541,87.577,87.446,87.815,85.017,80.579,80.188,79.841,85.155,85.363,81.065,85.429,85.588,88.208,87.503,86.870,86.392
E14000695,85.612,85.035,88.231,87.307,87.726,85.212,83.073,84.786,83.400,83.356,85.902,82.997,87.262,86.714,87.329,86.612,86.903,88.568
E14000696,89.974,90.494,89.842,89.812,89.043,87.492,85.680,86.195,88.399,90.148,87.418,88.479,90.299,90.529,90.188,90.519,90.013,88.717
E14000697,87.752,88.006,90.081,87.810,88.267,88.844,89.504,90.643,91.378,91.802,90.985,90.362,91.438,90.714,91.537,90.750,89.650,90.092
E14000698,83.996,82.473,86.113,85.136,85.193,82.944,83.290,85.225,81.512,83.223,83.164,82.862,82.942,83.672,83.658,84.992,84.529,84.720
E14000699,83.469,90.008,89.385,90.458,89.361,89.145,87.652,88.683,89.133,92.549,93.751,93.358,93.716,93.157,93.894,94.468,94.574,94.394
E14000700,82.934,81.353,84.309,83.565,82.607,81.277,80.478,79.769,80.746,84.621,85.054,85.442,82.332,87.202,87.073,87.030,85.512,82.775
E14000701,88.663,87.796,88.465,87.250,87.800,88.346,87.538,86.956,87.722,87.563,86.917,87.918,88.111,86.939,89.446,90.105,88.691,88.321
E14000702,84.167,84.681,86.192,86.816,85.483,85.263,83.884,85.327,85.333,84.427,84.406,81.998,82.463,85.632,89.257,90.849,92.218,93.397
E14000703,88.245,88.824,91.298,89.512,89.931,90.105,88.040,90.839,90.700,91.250,92.154,89.260,90.304,90.269,92.159,91.217,92.075,89.645
E14000704,87.994,86.419,87.493,88.997,88.329,86.316,85.003,86.607,87.986,90.004,89.780,89.881,90.665,89.509,90.766,90.596,89.604,87.582
E14000705,73.639,75.702,76.922,78.621,77.200,73.769,71.528,73.535,74.841,74.517,77.871,77.090,77.611,78.991,78.370,81.565,78.985,84.275
E14000706,80.032,81.275,83.908,84.632,83.556,80.656,78.026,80.772,80.816,80.350,81.388,77.859,81.557,84.597,89.187,88.918,89.804,88.852
E14000707,84.211,83.018,86.354,86.722,86.935,86.933,84.007,84.842,84.858,86.208,84.187,82.178,79.837,83.514,84.422,86.527,86.368,86.436
