Area Code,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024
E14000771,98.892,98.889,99.196,99.041,99.093,99.174,99.112,99.181,96.708,98.828,97.872,98.176,98.743
E14000772,97.722,94.309,97.433,97.947,98.152,98.362,98.379,98.057,97.569,94.459,98.210,97.301,98.306
E14000773,98.211,98.083,97.689,97.881,98.646,98.328,98.124,98.278,97.272,96.005,96.271,97.235,98.315
E14000774,92.462,93.291,93.579,94.760,95.541,95.353,95.331,95.328,90.950,90.398,92.302,94.466,94.974
E14000775,96.048,96.508,97.413,96.186,97.307,97.204,97.736,97.612,95.854,95.175,97.151,97.465,95.868
E14000776,90.864,92.041,92.115,92.475,92.238,92.007,92.073,91.821,89.406,88.036,91.452,91.781,91.815
E14000777,96.855,97.315,98.450,98.443,98.453,98.534,98.296,98.506,95.964,96.162,97.971,97.394,98.398
E14000778,95.716,96.000,95.170,96.294,95.932,96.328,96.419,96.897,96.264,95.680,96.098,96.892,97.772
E14000779,98.200,98.337,98.494,98.438,98.720,98.469,98.553,98.623,95.058,94.376,98.117,98.384,98.698
E14000780,96.659,97.089,97.508,97.420,97.149,97.049,97.360,97.741,94.368,90.573,96.117,97.602,96.709
E14000781,96.922,97.393,97.098,97.765,97.501,97.666,97.540,97.651,96.258,95.272,97.272,97.257,96.400
E14000782,97.973,98.412,98.946,98.250,99.059,99.192,98.836,99.275,96.694,97.013,98.501,93.913,98.991
E14000783,98.034,98.149,98.409,98.162,98.038,98.724,98.443,98.786,97.369,96.536,97.457,97.388,98.098
E14000784,96.625,96.950,97.687,97.735,97.726,97.657,97.806,98.023,95.695,95.990,97.791,97.579,97.733
E14000785,96.266,96.935,97.135,97.660,97.630,97.055,97.329,97.383,96.346,93.049,95.871,96.684,96.711
E14000786,92.075,95.496,95.731,93.758,95.636,95.279,96.069,96.013,93.929,88.419,94.226,95.629,95.947
E14000787,92.730,95.383,95.186,91.473,94.982,94.977,94.732,95.170,94.194,93.589,93.836,94.328,93.906
E14000788,97.161,94.834,97.998,97.561,98.210,97.944,97.938,94.941,95.597,91.748,94.593,96.443,97.108
E14000789,97.158,96.549,97.265,97.612,97.087,96.785,97.557,97.518,96.987,97.193,97.430,95.465,97.772
E14000790,96.614,97.229,97.644,97.976,97.127,97.769,97.845,97.814,94.826,95.574,97.821,96.594,98.014
E14000791,89.697,90.116,90.152,87.945,89.824,90.211,90.308,89.088,88.445,87.293,87.143,88.354,88.106
E14000792,98.049,98.390,98.603,98.533,98.489,98.559,98.673,98.591,95.441,95.428,97.322,98.541,98.174
E14000793,96.860,96.096,95.910,97.162,97.131,97.192,97.686,97.087,96.506,95.076,96.414,97.416,97.085
E14000794,97.364,98.383,98.093,98.562,97.671,98.455,98.488,98.507,98.265,96.161,98.112,97.418,97.802
E14000795,96.892,97.709,97.524,98.321,97.310,97.943,98.473,98.361,97.998,96.509,97.896,98.130,98.181
E14000796,97.056,96.328,97.892,97.511,96.674,98.033,98.107,97.816,96.116,95.193,97.269,97.279,97.944
E14000797,95.188,95.652,95.940,95.883,95.413,96.171,96.381,96.070,92.453,92.668,95.012,95.577,96.057
E14000798,66.029,64.537,66.389,65.573,65.291,65.376,65.864,66.208,64.820,63.891,63.701,65.952,66.502
E14000799,64.910,64.716,65.574,64.865,64.431,66.044,63.928,65.301,62.974,61.502,63.366,63.586,65.490
E14000800,93.924,93.852,94.378,94.549,94.011,94.666,94.845,94.077,92.994,90.493,92.428,93.903,94.011
E14000801,97.361,97.646,98.463,98.239,98.383,98.566,98.686,98.759,96.870,96.657,97.728,98.451,98.512
E14000802,97.975,98.362,98.467,98.618,98.249,98.608,98.612,98.485,94.907,95.562,96.392,98.347,98.480
E14000803,92.489,92.025,93.122,93.392,93.632,93.270,92.682,93.986,91.585,90.206,88.982,89.620,92.058
E14000804,82.447,85.584,84.396,85.727,87.870,87.108,88.384,87.861,85.751,86.193,87.739,87.023,88.572
E14000805,95.170,97.945,97.860,98.220,98.285,97.996,98.258,98.379,95.806,95.609,96.710,96.546,98.061
E14000806,72.646,72.151,72.909,73.089,71.528,73.607,73.523,71.705,68.329,70.268,72.624,71.734,73.820
E14000807,96.920,96.478,96.362,96.476,97.335,96.962,97.552,97.603,96.875,95.580,96.178,96.040,97.196
E14000808,95.933,96.273,96.806,97.266,97.229,97.037,96.713,97.246,96.383,94.875,96.018,95.706,96.147
E14000809,96.604,97.910,97.220,98.221,97.455,98.480,98.325,98.215,95.909,95.627,97.201,98.301,97.899
E14000810,95.173,94.910,95.732,95.441,95.306,95.788,95.264,95.352,93.977,92.729,94.452,95.211,95.775
E14000811,77.737,76.622,76.617,77.852,77.955,77.062,77.603,77.387,75.377,73.690,76.286,74.939,77.698
E14000812,97.515,97.961,98.177,98.202,98.364,98.331,97.761,97.940,96.184,92.627,95.401,97.918,97.791
E14000813,88.361,89.221,88.204,89.611,89.343,88.994,88.924,88.461,86.726,86.104,86.233,87.797,87.617
E14000814,85.176,90.190,89.649,89.812,90.209,89.976,89.378,89.924,86.255,82.831,86.098,90.108,89.798
E14000815,91.762,92.351,93.813,93.005,93.138,92.971,92.959,93.384,86.175,88.929,91.851,92.085,93.628
E14000816,61.167,61.921,61.253,62.122,61.582,61.890,60.304,62.419,59.614,58.922,63.700,59.257,63.293
E14000817,96.601,97.555,98.674,98.533,98.714,98.498,98.919,98.276,96.824,89.393,94.930,97.137,97.241
E14000818,72.790,73.668,74.138,75.283,73.446,74.119,74.975,73.707,72.557,69.306,73.558,72.675,73.618
E14000819,98.496,98.850,99.199,99.199,99.072,99.178,99.058,99.235,97.758,96.182,97.675,98.469,98.892
E14000820,96.340,98.208,98.421,98.337,98.279,98.460,98.618,98.549,96.653,92.845,97.332,98.373,98.132
E14000821,96.240,97.523,97.196,97.782,97.345,97.760,98.002,98.264,95.760,92.731,97.167,97.149,96.301
E14000822,94.167,95.211,94.421,95.023,94.500,95.001,94.773,95.234,92.577,89.130,93.691,96.818,96.406
E14000823,92.989,98.094,98.018,98.527,98.452,98.291,98.692,98.473,98.382,96.663,98.340,95.891,98.866
E14000824,80.265,79.397,81.675,81.087,81.994,81.300,81.082,82.029,77.434,75.008,78.447,81.425,81.533
E14000825,97.572,97.398,97.874,98.104,97.968,98.004,97.821,97.587,96.380,93.526,97.956,98.000,98.051
E14000826,97.768,96.228,97.815,97.813,97.921,97.958,97.962,98.172,96.755,92.480,97.965,97.692,97.665
E14000827,97.331,97.925,98.330,98.134,98.321,98.469,98.078,98.228,97.980,93.602,93.809,97.138,96.263
E14000828,92.266,91.735,91.919,91.281,91.452,91.954,91.237,91.761,87.553,87.521,88.296,90.174,92.029
E14000829,70.641,69.835,70.660,72.787,72.120,72.120,70.977,73.630,70.345,69.821,72.540,72.064,74.362
E14000830,69.339,69.187,69.925,69.575,70.049,70.195,67.845,71.012,66.410,62.549,69.708,67.986,70.470
E14000831,96.487,95.550,97.622,98.410,98.309,98.518,98.665,98.736,97.411,96.638,97.865,97.572,98.543
E14000832,97.628,98.655,98.559,98.745,98.644,98.697,98.690,98.926,96.785,97.971,97.269,98.328,96.332
E14000833,97.677,94.526,95.150,97.196,98.798,98.484,99.115,98.731,97.776,95.509,98.455,98.866,98.947
E14000834,96.769,96.693,96.683,96.484,97.002,97.213,96.841,96.872,94.094,93.665,95.447,96.802,96.843
E14000835,93.854,93.448,93.969,94.313,93.753,94.112,94.160,94.339,89.847,87.902,92.832,93.838,94.169
E14000836,98.967,98.615,99.083,98.752,98.689,98.825,98.955,98.922,96.907,95.553,98.045,98.863,98.892
E14000837,47.874,45.696,46.678,49.001,47.533,48.247,47.170,47.300,46.679,45.473,46.285,47.417,46.579
E14000838,81.968,81.868,81.668,81.577,80.278,81.955,81.949,81.656,79.044,75.637,79.238,79.542,82.289
E14000839,78.968,76.905,77.613,77.851,77.757,78.057,77.393,77.499,75.131,71.332,76.940,77.464,77.296
E14000840,97.468,97.807,98.270,98.419,98.433,98.286,98.430,98.691,97.236,95.166,95.463,98.218,98.637
E14000841,77.376,77.072,78.708,77.972,78.022,78.950,78.887,77.911,77.441,74.115,77.825,77.263,78.134
E14000842,76.237,76.384,76.584,77.524,78.504,78.189,78.922,79.007,76.278,76.234,77.919,79.358,80.448
E14000843,90.279,91.614,93.209,93.049,93.208,93.444,93.514,93.154,88.933,90.042,94.363,94.606,95.037
E14000844,83.384,86.307,86.598,86.062,85.872,85.540,85.593,86.625,81.480,79.528,83.794,85.514,86.288
E14000845,89.210,90.470,89.407,91.692,89.463,90.293,89.287,89.636,87.230,87.809,90.588,87.823,90.564
E14000846,73.630,73.642,72.146,73.462,73.018,72.772,73.204,72.929,68.704,69.638,72.547,72.824,72.990
E14000847,53.882,53.269,53.918,52.023,56.192,53.194,52.726,53.367,54.257,53.867,57.709,56.524,57.766
E14000848,57.747,57.933,56.678,59.267,57.955,56.522,58.054,57.399,55.823,54.481,54.813,58.323,57.160
E14000849,64.644,65.354,66.160,64.027,64.653,65.301,65.511,65.111,63.738,61.681,64.046,64.213,63.756
E14000850,92.875,94.809,94.995,94.989,95.181,95.412,95.135,95.650,93.571,90.298,88.861,91.544,93.794
E14000851,95.675,96.597,96.284,96.910,96.125,96.378,96.235,96.219,95.754,90.963,95.885,96.389,96.116
E14000852,92.898,92.941,92.580,93.738,93.370,93.676,93.354,93.778,91.391,88.196,91.908,92.802,92.238
E14000853,96.952,98.308,97.007,98.417,98.260,98.268,97.931,98.233,95.891,96.444,97.642,97.077,97.649
E14000854,78.406,77.729,79.033,75.536,76.071,77.485,78.548,78.127,76.495,74.736,78.933,77.252,78.587
E14000855,90.883,92.596,92.390,92.288,92.481,92.767,92.252,92.817,89.897,88.136,92.313,92.391,92.168
E14000856,94.549,94.264,95.436,94.936,95.203,93.422,94.825,95.170,92.644,91.935,93.800,94.676,94.669
E14000857,86.974,87.286,87.820,87.735,88.652,88.785,88.818,88.938,87.101,81.664,86.132,88.243,88.389
E14000858,84.187,85.843,84.831,85.866,85.566,85.115,85.890,85.379,83.074,81.706,84.776,84.044,85.640
E14000859,76.216,74.906,76.307,75.697,74.718,76.469,75.624,75.127,73.919,72.622,74.431,74.725,76.297
E14000860,85.602,86.559,86.759,86.938,86.605,85.399,86.905,86.906,83.440,81.066,85.279,87.029,86.530
E14000861,98.554,97.809,98.431,98.649,98.410,98.428,98.534,98.404,96.597,96.517,97.335,98.364,98.298
E14000862,97.403,96.044,97.225,97.085,97.122,96.105,96.865,96.969,95.208,93.170,96.684,96.710,96.941
E14000863,98.865,98.492,98.989,98.862,98.777,99.046,99.184,98.827,96.826,94.172,96.952,97.644,98.733
E14000864,97.739,98.858,98.917,99.027,98.929,98.834,98.960,99.010,97.264,93.931,97.557,98.262,98.826
E14000865,97.560,97.984,98.278,98.115,98.243,98.582,98.220,98.247,93.430,95.005,96.865,97.725,98.216
E14000866,98.377,98.621,98.960,99.008,99.056,99.009,98.631,98.790,96.738,94.873,98.308,98.264,97.096
E14000867,97.783,97.294,97.963,97.527,97.396,98.017,97.998,98.144,94.435,93.999,97.133,97.394,97.886
E14000868,94.581,96.208,96.696,96.743,96.792,96.315,96.601,96.582,95.321,94.789,93.912,95.399,96.537
E14000869,97.336,97.843,96.917,98.245,98.615,98.386,98.450,98.554,96.736,95.636,97.742,97.143,97.489
E14000870,97.005,94.741,96.677,97.128,96.889,97.450,97.423,97.162,96.268,94.695,96.117,97.309,96.798
E14000871,95.996,95.002,96.438,97.095,96.943,96.890,96.692,96.902,94.976,93.497,96.188,96.198,95.141
E14000872,94.931,95.471,95.071,96.292,97.072,96.698,96.949,96.787,94.504,89.225,95.481,95.012,94.576
E14000873,95.201,97.051,97.673,98.037,97.909,97.711,98.163,98.169,97.082,94.589,97.237,97.126,97.511
E14000874,90.401,92.221,92.109,92.947,93.948,92.875,92.642,93.204,90.289,87.336,89.045,91.212,92.684
E14000875,95.356,95.323,95.439,96.203,95.461,96.497,95.632,95.328,94.312,93.766,94.450,95.349,92.771
E14000876,87.766,86.156,87.268,87.461,87.822,87.965,88.020,87.870,86.119,83.603,87.725,87.289,88.221
E14000877,57.237,56.287,57.764,57.975,58.228,57.122,56.777,58.139,55.863,51.896,56.307,56.084,56.923
E14000878,97.824,98.518,98.389,98.681,98.577,98.550,98.511,98.633,95.675,96.842,95.881,97.737,98.731
E14000879,98.457,98.379,98.907,98.575,97.198,98.123,98.535,98.858,97.996,95.048,97.699,98.158,99.006
E14000880,98.074,98.118,98.048,98.197,97.651,98.002,97.270,98.075,95.157,93.248,97.650,98.008,98.149
E14000881,98.423,98.353,98.330,98.714,98.811,98.805,98.964,98.930,95.793,94.363,97.832,98.218,98.509
E14000882,97.650,97.519,97.703,98.467,98.661,98.599,98.527,98.588,97.803,97.686,98.135,97.470,98.183
E14000883,98.268,98.246,98.296,98.663,98.779,98.512,98.665,98.611,94.030,92.413,97.960,98.059,98.017
E14000884,98.663,98.979,99.062,99.052,99.109,98.957,98.996,99.098,97.212,93.626,98.336,98.746,98.915
E14000885,96.735,96.457,97.353,97.703,97.807,98.409,98.299,98.575,96.017,96.771,98.037,97.319,98.288
E14000886,98.073,98.710,98.247,98.683,98.951,98.974,98.616,98.977,96.400,93.312,97.734,98.836,98.879
E14000887,96.969,96.753,97.711,98.163,98.002,97.956,97.877,97.976,95.227,95.332,97.677,96.589,97.981
E14000888,96.429,96.663,96.771,97.389,96.892,96.817,97.321,97.054,93.471,88.877,96.581,96.829,96.899
E14000889,97.523,96.575,97.964,98.160,98.301,97.860,97.864,98.060,96.089,92.156,95.270,95.645,97.092
E14000890,91.455,91.591,89.900,91.405,92.194,92.050,90.658,91.629,90.180,87.735,89.689,91.329,92.445
E14000891,97.549,98.569,98.720,98.746,98.720,97.469,98.706,98.690,96.360,97.117,97.402,96.278,98.220
E14000892,87.673,86.820,86.843,86.832,86.226,87.281,87.855,87.321,81.599,81.714,86.049,85.960,86.158
E14000893,96.545,97.440,97.379,98.051,98.170,97.994,98.059,97.802,95.237,89.228,96.642,97.718,98.036
E14000894,87.318,87.187,87.668,90.295,88.252,88.341,89.067,88.616,86.541,81.937,87.900,88.113,90.007
E14000895,68.001,69.040,69.679,70.478,68.695,69.723,70.015,68.422,67.222,66.785,68.192,67.958,70.839
E14000896,93.128,97.318,97.240,97.827,97.790,98.112,97.671,98.307,95.110,95.831,96.461,96.558,96.263
E14000897,93.323,95.066,95.199,95.188,95.475,94.791,94.913,95.683,92.813,92.217,94.184,94.422,94.122
E14000898,88.197,86.773,86.937,87.742,89.079,87.984,88.399,89.917,87.105,87.610,86.311,87.319,88.794
E14000899,97.174,98.538,98.477,98.704,98.397,98.655,98.464,98.697,96.950,95.733,97.145,98.092,97.424
E14000900,91.824,93.340,93.846,91.847,93.879,94.079,94.197,94.243,92.007,91.988,93.977,92.177,94.078
E14000901,74.404,79.021,76.418,77.665,76.199,78.058,76.981,77.206,76.657,71.099,76.216,75.836,77.808
E14000902,97.100,97.674,97.092,97.886,97.624,97.619,97.435,97.753,94.614,93.746,96.789,97.443,97.572
E14000903,85.316,85.636,85.321,86.176,85.433,85.708,85.870,85.642,83.853,81.110,85.219,85.802,86.438
E14000904,98.220,95.940,98.928,98.909,98.947,99.041,98.533,99.106,97.764,94.647,98.451,98.529,98.878
E14000905,78.934,82.247,83.197,82.496,83.101,82.149,82.488,81.456,80.436,78.399,82.084,81.003,79.980
E14000906,93.850,95.928,96.110,96.183,96.039,94.870,96.217,96.530,94.390,92.834,95.273,94.856,95.895
E14000907,96.266,96.114,96.794,97.442,97.147,97.364,97.684,97.202,94.945,92.666,96.815,94.767,97.616
E14000908,94.160,94.513,94.903,94.538,94.416,94.691,94.056,94.761,89.991,90.906,92.940,94.285,94.190
E14000909,66.563,65.241,69.865,65.489,65.228,64.822,64.667,65.681,64.055,61.805,63.739,64.036,66.156
E14000910,51.765,50.590,55.293,56.231,56.315,54.591,59.174,62.317,60.771,57.629,61.594,63.610,62.881
E14000911,97.057,97.748,97.677,97.484,96.485,97.770,97.529,98.135,96.727,95.770,97.274,97.551,97.591
E14000912,74.066,73.162,74.709,75.213,73.729,73.406,75.031,74.431,70.907,71.196,73.510,75.496,75.607
E14000913,79.699,78.655,79.693,79.105,79.604,79.101,81.742,78.424,74.593,75.573,78.484,78.605,80.235
E14000914,83.243,82.711,83.251,82.901,83.252,82.639,85.173,89.935,88.686,86.399,90.181,90.302,93.300
E14000915,95.028,96.316,95.658,96.341,96.181,94.684,96.133,96.733,93.280,93.372,95.448,94.470,96.281
E14000916,98.339,98.388,98.410,98.387,98.613,98.731,98.733,98.906,96.008,94.756,98.768,98.879,97.967
E14000917,67.604,66.517,68.720,68.262,66.067,68.101,66.644,69.729,66.540,64.759,68.362,67.235,68.585
E14000918,87.570,86.452,91.385,91.629,89.762,90.217,91.971,90.005,87.294,84.000,88.143,91.381,89.011
E14000919,98.412,98.608,98.324,98.631,98.669,98.874,98.735,99.043,95.898,95.875,98.115,98.517,98.543
E14000920,98.010,97.998,97.930,98.184,98.270,97.969,98.004,98.268,95.872,94.896,98.037,97.824,98.053
E14000921,97.087,97.211,97.476,96.836,97.354,97.436,97.588,97.538,94.858,95.743,97.207,97.901,97.766
E14000922,99.240,99.422,99.358,99.486,99.434,99.432,99.422,99.462,94.986,96.172,97.525,99.065,98.757
E14000923,98.001,97.348,98.246,98.458,98.495,98.541,97.825,98.345,95.495,95.310,97.979,98.426,98.796
E14000924,95.147,95.170,95.550,95.590,95.476,95.263,95.828,95.727,91.370,91.208,94.996,95.296,95.546
E14000925,88.787,91.342,90.549,90.583,91.790,90.348,91.322,93.086,88.085,87.058,90.788,91.149,90.929
E14000926,81.809,82.478,83.636,84.036,83.247,83.281,82.607,84.470,80.358,79.094,81.908,82.872,82.825
E14000927,92.691,93.530,93.151,92.907,92.076,93.270,93.503,93.001,91.899,87.130,90.781,92.856,91.772
E14000928,59.033,60.439,65.077,65.534,67.435,66.623,66.779,67.154,63.790,64.260,65.349,67.612,67.131
E14000929,67.151,65.255,66.544,66.164,68.156,65.642,67.405,66.811,63.757,62.572,66.157,66.301,66.385
E14000930,86.867,85.449,86.861,86.627,86.420,86.859,86.505,87.057,84.593,84.767,84.886,86.267,86.313
E14000931,97.985,97.913,98.789,95.169,91.627,97.971,95.824,98.187,96.026,91.376,98.073,96.660,97.448
E14000932,75.112,72.535,71.943,73.943,72.171,73.674,71.183,73.571,69.500,69.482,72.005,71.341,71.990
E14000933,95.015,95.098,95.697,95.089,95.425,95.327,95.836,95.052,92.068,93.868,94.932,93.699,95.599
E14000934,56.698,56.133,56.683,60.444,59.014,59.585,58.810,61.017,59.079,55.444,57.782,59.475,59.708
E14000935,98.298,98.275,98.607,98.583,98.524,98.361,98.644,98.492,92.336,93.358,96.661,98.466,98.231
E14000936,92.272,92.534,93.467,92.971,92.987,93.198,92.952,93.648,90.841,87.305,91.122,93.056,92.646
E14000937,74.475,74.747,75.412,73.233,71.952,72.290,71.690,73.081,69.837,68.128,70.763,73.046,72.335
E14000938,46.390,42.248,45.964,48.531,44.664,48.605,47.057,46.473,46.036,44.836,47.971,47.202,48.931
E14000939,60.756,60.765,61.882,63.986,63.775,63.725,64.194,62.918,61.522,60.849,63.062,62.951,64.025
E14000940,89.991,91.569,92.114,92.698,91.748,92.049,92.089,92.328,89.189,84.796,90.914,90.938,91.615
E14000941,60.553,60.821,61.546,62.639,60.155,62.018,62.521,61.594,59.804,58.665,59.272,61.858,61.879
E14000942,60.536,61.084,62.855,65.985,60.471,61.403,63.769,63.701,62.518,61.133,64.276,68.426,71.484
E14000943,96.879,97.681,97.537,97.375,97.114,96.665,97.131,97.126,91.657,92.583,96.817,94.616,96.673
E14000944,98.366,97.302,97.951,99.156,97.728,97.892,98.793,98.971,93.956,96.101,97.614,98.097,98.181
E14000945,93.729,96.093,96.804,96.960,96.394,96.791,96.260,96.370,91.980,91.166,95.884,96.510,96.413
E14000946,70.800,72.028,71.683,74.752,71.509,72.546,71.693,74.263,71.186,70.734,72.820,73.175,74.041
E14000947,88.671,92.429,94.799,94.137,94.222,93.855,94.345,94.808,93.879,88.957,94.386,93.261,94.011
E14000948,94.571,93.224,94.905,95.603,95.706,95.095,94.663,95.699,92.123,91.648,94.503,95.118,94.825
E14000949,95.843,95.598,95.549,95.650,96.089,95.686,96.028,93.576,94.480,91.464,95.095,95.604,95.015
E14000950,73.616,75.272,73.996,73.069,74.803,72.345,73.818,74.427,70.527,73.793,76.859,75.656,78.608
E14000951,86.617,86.825,87.838,89.187,88.615,88.796,90.949,87.230,85.819,84.518,88.795,89.377,89.084
E14000952,52.904,52.189,54.194,54.953,52.776,54.791,54.375,52.706,52.679,49.656,51.915,50.782,53.168
E14000953,88.855,89.348,89.441,91.145,91.211,90.934,90.919,91.976,88.512,84.304,90.441,90.628,91.451
E14000954,93.452,90.609,92.517,93.038,93.383,92.935,93.075,92.380,89.614,86.711,92.990,91.658,93.025
E14000955,98.239,98.542,98.674,98.845,98.723,99.046,98.658,99.078,97.089,91.403,97.461,97.935,98.553
E14000956,94.838,97.631,97.248,95.589,97.638,97.634,97.886,96.648,96.980,93.938,96.438,97.135,97.478
E14000957,98.102,97.622,98.650,98.974,99.115,98.968,99.051,99.261,96.419,97.571,96.814,97.986,98.864
E14000958,98.319,98.511,99.112,99.209,99.107,98.912,99.156,98.998,94.338,96.537,98.121,98.480,98.499
E14000959,96.244,96.484,96.446,96.791,97.658,96.946,97.841,97.587,94.617,90.608,95.837,97.411,96.991
E14000960,97.149,98.206,98.576,98.482,98.543,98.636,98.527,98.770,94.457,93.580,98.052,98.215,97.473
E14000961,81.756,80.877,82.353,81.920,80.772,80.703,82.474,82.049,79.378,78.373,81.093,81.965,82.784
E14000962,96.435,97.137,97.388,97.871,97.756,97.848,97.621,97.596,95.574,96.046,97.535,96.885,98.292
E14000963,96.579,96.620,97.034,97.470,97.021,97.223,97.345,97.617,95.063,94.752,96.257,97.198,97.691
E14000964,71.703,72.743,71.947,74.319,72.499,71.315,73.634,73.094,71.406,67.718,70.903,71.756,72.323
E14000965,84.997,86.047,85.495,86.641,86.891,84.691,86.138,85.023,83.549,80.840,85.176,85.235,85.004
E14000966,88.344,87.094,88.498,86.540,88.482,86.357,86.819,87.596,84.226,82.647,86.872,87.951,87.021
E14000967,94.850,94.747,95.166,95.767,94.192,91.358,96.149,95.943,96.049,94.715,95.036,95.538,94.861
E14000968,97.752,97.384,98.039,98.003,98.101,97.950,98.370,97.950,96.151,94.663,97.853,97.892,98.022
E14000969,97.170,97.462,97.684,97.819,97.999,97.933,98.118,98.180,96.510,93.804,96.110,96.881,98.280
E14000970,95.866,95.956,96.331,96.551,96.372,96.351,96.604,96.056,93.768,92.234,95.823,95.765,96.604
E14000971,98.549,98.879,98.903,98.981,98.830,98.625,98.751,98.965,95.348,95.329,98.300,98.702,99.014
E14000972,96.780,97.530,97.637,98.102,98.065,97.877,97.967,98.228,95.724,94.156,97.521,95.901,97.396
E14000973,96.844,97.003,97.103,98.008,97.852,97.443,97.826,97.795,92.881,94.975,97.096,97.024,98.017
E14000974,96.080,97.061,98.038,98.164,97.964,97.910,98.021,97.914,96.661,93.842,96.421,97.765,97.937
E14000975,75.689,76.750,76.728,76.733,77.145,75.679,76.925,76.056,73.143,72.725,76.397,76.442,77.100
E14000976,95.402,95.828,96.442,95.972,96.745,96.469,96.307,96.593,93.564,89.562,95.966,95.685,96.042
E14000977,66.939,66.775,66.826,65.987,69.374,67.746,68.436,68.802,65.806,64.284,64.543,67.439,70.179
E14000978,97.869,98.147,95.448,96.318,95.508,96.391,98.091,98.345,97.016,94.390,97.552,98.093,98.241
E14000979,98.911,98.899,98.852,99.132,98.545,98.705,98.999,98.952,98.894,97.043,97.514,96.990,98.900
E14000980,91.867,91.645,93.231,93.720,93.643,92.857,93.640,93.540,90.774,83.668,93.245,92.979,93.908
E14000981,77.014,77.374,76.801,77.368,76.547,77.492,78.200,77.823,74.601,72.869,77.542,78.439,78.009
E14000982,98.276,98.363,98.398,98.588,98.584,98.602,98.383,98.656,98.130,94.771,97.952,97.895,97.918
E14000983,95.294,95.322,95.852,95.060,96.136,96.499,96.504,97.062,92.587,91.595,95.967,96.201,96.616
E14000984,98.171,98.024,97.305,98.202,98.535,98.292,98.216,98.340,94.521,94.871,96.516,97.270,98.204
E14000985,97.798,97.845,98.145,98.166,98.003,98.179,98.292,97.995,97.015,94.022,97.625,96.173,97.872
E14000986,97.382,96.291,98.298,98.144,98.422,97.770,97.642,94.916,95.414,94.314,97.368,97.396,97.776
E14000987,89.198,87.211,89.811,90.149,90.569,89.874,90.361,90.160,87.426,85.474,87.672,89.850,90.763
E14000988,85.388,84.377,86.595,85.884,87.123,86.315,86.089,86.285,83.413,82.126,85.333,84.763,85.188
E14000989,97.071,96.900,97.431,97.639,90.233,97.472,97.153,97.614,96.181,93.736,96.145,97.687,97.104
E14000990,93.551,93.513,93.491,94.121,94.940,94.580,94.196,94.931,91.899,85.421,92.665,94.331,94.497
E14000991,74.294,73.481,73.270,73.021,72.108,72.986,73.774,73.331,73.548,69.018,72.360,72.858,73.946
E14000992,82.656,81.973,84.777,82.726,82.354,83.852,83.120,82.709,84.145,79.531,81.236,84.141,84.708
E14000993,61.485,63.021,62.262,64.970,64.799,64.877,65.065,66.505,65.857,64.313,67.678,65.163,66.529
E14000994,79.660,80.949,81.410,81.618,79.971,78.443,81.034,79.380,81.096,72.088,78.079,79.601,80.325
E14000995,96.335,97.084,96.966,97.138,97.313,97.027,97.144,96.927,96.905,95.116,96.682,97.056,96.186
E14000996,70.498,69.424,69.855,70.423,69.528,69.810,71.196,71.255,66.651,65.669,70.695,68.432,70.647
E14000997,80.962,80.758,81.635,82.479,81.571,81.224,81.919,82.435,78.604,78.832,79.929,81.491,81.278
E14000998,96.658,97.867,97.198,98.258,97.285,97.685,98.152,98.155,97.737,97.452,96.793,97.337,97.034
E14000999,95.853,97.772,98.179,98.450,98.366,98.278,98.371,98.511,94.180,94.944,96.731,97.853,98.224
E14001000,73.735,74.017,72.105,72.414,74.814,73.921,76.482,74.131,73.502,71.110,74.555,72.748,75.651
E14001001,89.007,86.567,89.026,90.233,90.713,90.691,90.896,90.623,88.020,84.597,88.890,90.351,90.966
E14001002,95.848,96.203,96.793,96.629,97.184,96.454,97.010,96.258,96.375,96.328,96.605,96.864,96.653
E14001003,57.584,61.572,62.258,64.421,63.661,63.346,63.144,64.439,60.910,59.924,62.567,63.813,64.370
E14001004,80.822,81.536,80.727,81.014,82.420,81.009,86.430,86.351,84.184,83.791,86.932,87.572,87.122
E14001005,95.531,96.904,97.448,97.596,97.310,97.382,97.418,97.870,93.782,93.611,94.372,97.059,97.209
E14001006,98.021,98.382,98.663,98.981,98.787,98.917,99.123,98.936,95.238,94.763,98.445,98.690,98.954
E14001007,96.175,96.863,96.465,97.253,97.357,97.084,97.394,97.084,94.202,94.715,96.966,96.381,96.035
E14001008,96.934,97.529,96.617,97.360,98.275,98.057,97.757,98.330,97.575,96.706,97.770,96.448,97.973
E14001009,92.208,94.990,95.035,95.026,94.586,95.014,94.855,94.742,94.290,91.504,93.128,93.993,94.623
E14001010,95.378,95.978,97.917,97.698,97.974,97.831,97.418,98.010,97.283,95.131,95.554,97.583,95.475
E14001011,95.653,96.402,96.096,97.166,96.315,97.188,97.025,96.986,96.601,93.316,96.012,96.837,96.711
E14001012,95.480,95.685,96.840,96.662,96.612,96.409,96.795,96.044,94.655,94.487,96.746,96.402,96.321
E14001013,97.014,98.208,97.777,98.634,98.550,98.443,98.353,98.281,97.738,96.803,97.465,97.813,97.424
