ONSConstID,ConstituencyName,RegNationID,RegNationName,NatComparator,Con_num→Families with dependent children,Con_num→One-person households,Con_num→Other household types,Con_num→Other single-family households,Con_pc→Families with dependent children,Con_pc→One-person households,Con_pc→Other household types,Con_pc→Other single-family households,RN_pc→Families with dependent children,RN_pc→One-person households,RN_pc→Other household types,RN_pc→Other single-family households,Nat_pc→Families with dependent children,Nat_pc→One-person households,Nat_pc→Other household types,Nat_pc→Other single-family households
E14001479,Solihull West & Shirley,E12000005,West Midlands,UK,11312,10826,1048,14855,0.297363,0.284587,0.027549,0.390499,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001480,South Basildon & East Thurrock,E12000006,East of England,UK,12898,10729,1619,15290,0.318187,0.264679,0.03994,0.377196,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001481,South Cambridgeshire,E12000006,East of England,UK,12212,11355,2021,17367,0.284298,0.264347,0.047049,0.404308,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001482,South Cotswolds,E12000009,South West,UK,10587,11296,1287,17341,0.261337,0.278837,0.031769,0.428056,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001483,South Derbyshire,E12000004,East Midlands,UK,11503,10866,902,16823,0.286901,0.271013,0.022498,0.419589,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001484,South Devon,E12000009,South West,UK,8934,12702,1496,17741,0.218579,0.310767,0.036601,0.434052,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001485,South Dorset,E12000009,South West,UK,9722,14451,1631,18468,0.219597,0.326414,0.036841,0.417148,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001486,South East Cornwall,E12000009,South West,UK,9035,12504,1356,18054,0.22064,0.305356,0.033114,0.440889,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001487,South Holland & The Deepings,E12000004,East Midlands,UK,12189,12784,1921,20051,0.259645,0.272319,0.04092,0.427117,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001488,South Leicestershire,E12000004,East Midlands,UK,12373,10779,1069,18170,0.291878,0.254275,0.025218,0.428629,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001489,South Norfolk,E12000006,East of England,UK,11180,10558,1065,16671,0.283225,0.267468,0.02698,0.422328,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001490,South Northamptonshire,E12000004,East Midlands,UK,12405,10374,1181,18117,0.294816,0.246548,0.028067,0.430568,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001491,South Ribble,E12000002,North West,UK,10928,11667,930,16853,0.270641,0.288944,0.023032,0.41738,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001492,South Shields,E12000001,North East,UK,10426,15467,906,14748,0.250944,0.372277,0.021806,0.354972,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001493,South Shropshire,E12000005,West Midlands,UK,8866,12341,1100,19682,0.211151,0.29391,0.026197,0.468741,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001494,South Suffolk,E12000006,East of England,UK,9746,11382,1086,17986,0.242438,0.283134,0.027015,0.447412,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001495,South West Devon,E12000009,South West,UK,11082,11131,1081,18176,0.267229,0.268411,0.026067,0.438293,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001496,South West Hertfordshire,E12000006,East of England,UK,13055,10247,1436,14256,0.334796,0.262784,0.036827,0.365595,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001497,South West Norfolk,E12000006,East of England,UK,11205,12171,1686,19154,0.253416,0.275262,0.038131,0.433192,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001498,South West Wiltshire,E12000009,South West,UK,11097,12289,1522,16960,0.265047,0.293517,0.036352,0.405082,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001499,Southampton Itchen,E12000008,South East,UK,12693,15612,3035,15376,0.271706,0.33419,0.064967,0.329138,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001500,Southampton Test,E12000008,South East,UK,12616,15116,4258,13598,0.27674,0.331578,0.093402,0.29828,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001501,Southend East & Rochford,E12000006,East of England,UK,12060,14757,1736,14368,0.280982,0.343818,0.040447,0.334755,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001502,Southend West & Leigh,E12000006,East of England,UK,12575,13757,1522,16074,0.286263,0.313172,0.034648,0.365917,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001503,Southgate & Wood Green,E12000007,London,UK,15781,13552,4865,15020,0.320635,0.275346,0.098846,0.305174,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001504,Southport,E12000002,North West,UK,10214,15016,1565,16835,0.234105,0.344167,0.03587,0.385858,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001505,Spelthorne,E12000008,South East,UK,12999,11665,2031,15110,0.310944,0.279034,0.048582,0.36144,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001506,Spen Valley,E12000003,Yorkshire and The Humber,UK,11761,12634,946,15597,0.287288,0.308613,0.023108,0.380991,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001507,St Albans,E12000006,East of England,UK,13614,10819,1462,14014,0.341126,0.271092,0.036633,0.351149,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001508,St Austell & Newquay,E12000009,South West,UK,11154,13080,1857,17388,0.256538,0.300835,0.04271,0.399917,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001509,St Helens North,E12000002,North West,UK,11939,13357,1169,17460,0.271805,0.304086,0.026614,0.397497,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001510,St Helens South & Whiston,E12000002,North West,UK,11419,13696,1159,15795,0.271435,0.32556,0.02755,0.375455,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001511,St Ives,E12000009,South West,UK,8907,13353,1411,16687,0.220699,0.330864,0.034962,0.413474,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001512,St Neots & Mid Cambridgeshire,E12000006,East of England,UK,13933,11528,1565,16505,0.320071,0.264823,0.035952,0.379156,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001513,Stafford,E12000005,West Midlands,UK,10624,12701,1191,17211,0.254607,0.304384,0.028542,0.412467,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001514,Staffordshire Moorlands,E12000005,West Midlands,UK,8905,11334,839,16664,0.235944,0.300302,0.02223,0.441524,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001515,Stalybridge & Hyde,E12000002,North West,UK,12509,13517,1136,14901,0.297387,0.321352,0.027007,0.354254,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001516,Stevenage,E12000006,East of England,UK,12666,11870,1777,14715,0.308716,0.289314,0.043312,0.358657,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001517,Stockport,E12000002,North West,UK,13486,16124,1703,15128,0.290389,0.347193,0.03667,0.325746,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001518,Stockton North,E12000001,North East,UK,12151,14378,1245,14984,0.284181,0.336264,0.029117,0.350438,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001519,Stockton West,E12000001,North East,UK,11443,9990,688,15952,0.300554,0.26239,0.01807,0.418985,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001520,Stoke-on-Trent Central,E12000005,West Midlands,UK,13704,16883,2460,15681,0.281234,0.346474,0.050485,0.321807,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001521,Stoke-on-Trent North,E12000005,West Midlands,UK,12346,13764,1189,15880,0.285926,0.318766,0.027536,0.367772,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001522,Stoke-on-Trent South,E12000005,West Midlands,UK,11306,11320,1003,16343,0.282848,0.283199,0.025093,0.408861,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001523,"Stone, Great Wyrley & Penkridge",E12000005,West Midlands,UK,9890,10234,914,17472,0.256816,0.265749,0.023734,0.453701,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001524,Stourbridge,E12000005,West Midlands,UK,10844,13063,974,15504,0.268516,0.323462,0.024117,0.383906,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001525,Stratford & Bow,E12000007,London,UK,14007,13153,7634,12505,0.296138,0.278082,0.161399,0.264381,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001526,Stratford-on-Avon,E12000005,West Midlands,UK,10193,12786,1407,18008,0.240435,0.301599,0.033188,0.424778,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001527,Streatham & Croydon North,E12000007,London,UK,14257,13930,5490,13583,0.301672,0.294752,0.116165,0.28741,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001528,Stretford & Urmston,E12000002,North West,UK,12977,12942,1797,14165,0.309855,0.309018,0.042907,0.33822,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001529,Stroud,E12000009,South West,UK,10701,12551,1315,17352,0.255278,0.299411,0.03137,0.413941,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001530,Suffolk Coastal,E12000006,East of England,UK,8873,14253,1102,18578,0.207284,0.332967,0.025744,0.434004,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001531,Sunderland Central,E12000001,North East,UK,10773,15663,1366,15691,0.247695,0.360127,0.031407,0.36077,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001532,Surrey Heath,E12000008,South East,UK,11957,9613,1546,15341,0.310919,0.249967,0.040201,0.398913,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001533,Sussex Weald,E12000008,South East,UK,9875,10280,1258,16816,0.258312,0.268905,0.032907,0.439876,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001534,Sutton & Cheam,E12000007,London,UK,14295,11653,1958,13801,0.342748,0.279401,0.046947,0.330903,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001535,Sutton Coldfield,E12000005,West Midlands,UK,11636,11631,1108,15993,0.288249,0.288124,0.027447,0.396181,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001536,Swindon North,E12000009,South West,UK,14258,11652,1535,15831,0.329467,0.269249,0.03547,0.365815,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001537,Swindon South,E12000009,South West,UK,14163,14085,2330,16157,0.303049,0.30138,0.049855,0.345716,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001538,Tamworth,E12000005,West Midlands,UK,12132,10832,1307,17301,0.291831,0.26056,0.031439,0.41617,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001539,Tatton,E12000002,North West,UK,11589,12397,1064,17009,0.275542,0.294752,0.025298,0.404408,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001540,Taunton & Wellington,E12000009,South West,UK,12235,15244,1743,18113,0.258477,0.322045,0.036822,0.382656,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001541,Telford,E12000005,West Midlands,UK,13650,11999,1747,15915,0.315162,0.277043,0.040336,0.367457,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001542,Tewkesbury,E12000009,South West,UK,11330,11828,1157,17247,0.272604,0.284587,0.027838,0.41497,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001543,The Wrekin,E12000005,West Midlands,UK,12122,11842,1732,17964,0.277646,0.271232,0.03967,0.411452,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001544,Thirsk & Malton,E12000003,Yorkshire and The Humber,UK,9451,13269,1192,19669,0.216861,0.304468,0.027352,0.45132,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001545,Thornbury & Yate,E12000009,South West,UK,11159,9925,1330,17567,0.279108,0.248243,0.033266,0.439383,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001546,Thurrock,E12000006,East of England,UK,17840,11201,2268,13748,0.395944,0.248596,0.050337,0.305124,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001547,Tipton & Wednesbury,E12000005,West Midlands,UK,15379,12849,1417,14585,0.347705,0.290504,0.032037,0.329754,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001548,Tiverton & Minehead,E12000009,South West,UK,9020,12374,1346,17903,0.221933,0.304456,0.033117,0.440495,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001549,Tonbridge,E12000008,South East,UK,11961,10416,1256,16073,0.30124,0.262328,0.031632,0.404801,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001550,Tooting,E12000007,London,UK,11171,12223,7139,12779,0.257919,0.282208,0.164828,0.295045,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001551,Torbay,E12000009,South West,UK,10898,17223,2086,17275,0.229519,0.362727,0.043932,0.363822,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001552,Torridge & Tavistock,E12000009,South West,UK,9276,12866,1440,18744,0.219155,0.303974,0.034022,0.442848,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001553,Tottenham,E12000007,London,UK,16212,15763,6684,13086,0.313305,0.304628,0.129172,0.252894,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001554,Truro & Falmouth,E12000009,South West,UK,9613,12403,2811,16034,0.235261,0.303541,0.068794,0.392403,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001555,Tunbridge Wells,E12000008,South East,UK,13490,13117,1461,16314,0.303952,0.295548,0.032918,0.367581,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001556,Twickenham,E12000007,London,UK,14423,12843,2041,14739,0.327454,0.291581,0.046338,0.334627,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001557,Tynemouth,E12000001,North East,UK,11237,15557,949,16086,0.256382,0.354948,0.021653,0.367017,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001558,Uxbridge & South Ruislip,E12000007,London,UK,15164,11055,2965,14096,0.35037,0.25543,0.068507,0.325694,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001559,Vauxhall & Camberwell Green,E12000007,London,UK,9634,16661,7503,11961,0.210537,0.364104,0.163968,0.261391,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001560,Wakefield & Rothwell,E12000003,Yorkshire and The Humber,UK,12917,14263,1520,16527,0.285603,0.315364,0.033608,0.365424,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001561,Wallasey,E12000002,North West,UK,11473,15388,1346,15000,0.265535,0.356146,0.031152,0.347166,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001562,Walsall & Bloxwich,E12000005,West Midlands,UK,15881,13037,1737,13400,0.360481,0.295926,0.039428,0.304165,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001563,Walthamstow,E12000007,London,UK,16100,11595,4452,13146,0.355464,0.256,0.098293,0.290244,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001564,Warrington North,E12000002,North West,UK,11548,13022,1303,15909,0.276387,0.311665,0.031186,0.380761,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001565,Warrington South,E12000002,North West,UK,12566,12833,1291,16752,0.289259,0.295406,0.029718,0.385618,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001566,Warwick & Leamington,E12000005,West Midlands,UK,12322,13971,3077,15599,0.274011,0.310681,0.068425,0.346883,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001567,Washington & Gateshead South,E12000001,North East,UK,11530,13031,884,16447,0.275232,0.311061,0.021102,0.392604,0.260419,0.336761,0.031151,0.371669,0.280006,0.308126,0.04752,0.364348
E14001568,Watford,E12000006,East of England,UK,14876,11907,2461,13503,0.348002,0.278546,0.057571,0.315882,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001569,Waveney Valley,E12000006,East of England,UK,8538,11428,1175,18243,0.216789,0.290169,0.029835,0.463208,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001570,Weald of Kent,E12000008,South East,UK,10171,9789,1238,17114,0.265479,0.255507,0.032314,0.4467,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001571,Wellingborough & Rushden,E12000004,East Midlands,UK,14178,13660,1901,17299,0.301416,0.290403,0.040414,0.367766,0.277747,0.293117,0.042047,0.387089,0.280006,0.308126,0.04752,0.364348
E14001572,Wells & Mendip Hills,E12000009,South West,UK,9410,10603,1353,16666,0.247423,0.278792,0.035575,0.43821,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001573,Welwyn Hatfield,E12000006,East of England,UK,13803,12382,2896,14754,0.314886,0.282468,0.066066,0.336581,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001574,West Bromwich,E12000005,West Midlands,UK,14401,12513,1730,14166,0.336393,0.292292,0.040411,0.330903,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001575,West Dorset,E12000009,South West,UK,8753,14268,1256,18947,0.202503,0.330095,0.029058,0.438344,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001576,West Ham & Beckton,E12000007,London,UK,17273,12807,6127,12994,0.35107,0.260299,0.12453,0.2641,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001577,West Lancashire,E12000002,North West,UK,11078,12087,1830,16236,0.268681,0.293153,0.044384,0.393782,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001578,West Suffolk,E12000006,East of England,UK,13776,15928,1793,19195,0.271758,0.314211,0.03537,0.37866,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001579,West Worcestershire,E12000005,West Midlands,UK,9984,12785,1264,19364,0.230061,0.294606,0.029127,0.446206,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001580,Westmorland & Lonsdale,E12000002,North West,UK,8427,13356,1349,18398,0.202913,0.321599,0.032483,0.443006,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001581,Weston-super-Mare,E12000009,South West,UK,11490,14424,1624,15586,0.266441,0.334477,0.037659,0.361423,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001582,Wetherby & Easingwold,E12000003,Yorkshire and The Humber,UK,10055,10445,870,17628,0.257833,0.267835,0.022309,0.452025,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001583,Whitehaven & Workington,E12000002,North West,UK,10401,14877,853,16847,0.242008,0.346154,0.019847,0.391992,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001584,Widnes & Halewood,E12000002,North West,UK,11473,12473,1019,14793,0.288571,0.313723,0.02563,0.372077,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001585,Wigan,E12000002,North West,UK,12773,14587,1275,17298,0.278079,0.317572,0.027758,0.376592,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001586,Wimbledon,E12000007,London,UK,14102,11275,3537,14881,0.322,0.257449,0.080762,0.339787,0.312833,0.292645,0.097114,0.297408,0.280006,0.308126,0.04752,0.364348
E14001587,Winchester,E12000008,South East,UK,11535,11912,2164,16762,0.272225,0.281122,0.05107,0.395582,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001588,Windsor,E12000008,South East,UK,13260,11803,2327,14510,0.316468,0.281695,0.055537,0.3463,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001589,Wirral West,E12000002,North West,UK,9558,11930,829,16367,0.247079,0.308396,0.02143,0.423095,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001590,Witham,E12000006,East of England,UK,12107,11331,1269,17958,0.283769,0.265581,0.029743,0.420907,0.28991,0.289035,0.040527,0.380529,0.280006,0.308126,0.04752,0.364348
E14001591,Witney,E12000008,South East,UK,11604,10675,1428,16569,0.288112,0.265047,0.035455,0.411386,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001592,Woking,E12000008,South East,UK,13440,11124,1905,14968,0.324347,0.268456,0.045973,0.361223,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001593,Wokingham,E12000008,South East,UK,13150,9360,1286,15384,0.33563,0.238898,0.032823,0.392648,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001594,Wolverhampton North East,E12000005,West Midlands,UK,13756,12478,1418,14635,0.325301,0.295079,0.033533,0.346088,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001595,Wolverhampton South East,E12000005,West Midlands,UK,16775,13338,1777,14759,0.3596,0.285922,0.038093,0.316384,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001596,Wolverhampton West,E12000005,West Midlands,UK,13499,14643,2141,14890,0.298829,0.324154,0.047395,0.329621,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001597,Worcester,E12000005,West Midlands,UK,11971,14157,2286,16308,0.267676,0.316556,0.051115,0.364653,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001598,Worsley & Eccles,E12000002,North West,UK,13411,14582,1752,16284,0.29136,0.3168,0.038063,0.353777,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001599,Worthing West,E12000008,South East,UK,10657,15412,1791,17467,0.235113,0.340018,0.039513,0.385355,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001600,Wycombe,E12000008,South East,UK,13640,11069,2181,13681,0.336201,0.272831,0.053757,0.337211,0.290582,0.284072,0.047814,0.377531,0.280006,0.308126,0.04752,0.364348
E14001601,Wyre Forest,E12000005,West Midlands,UK,11011,14377,1288,18644,0.242961,0.317233,0.02842,0.411385,0.293795,0.298748,0.040634,0.366823,0.280006,0.308126,0.04752,0.364348
E14001602,Wythenshawe & Sale East,E12000002,North West,UK,15670,14995,2041,14129,0.334579,0.320166,0.043579,0.301676,0.279803,0.321846,0.040194,0.358156,0.280006,0.308126,0.04752,0.364348
E14001603,Yeovil,E12000009,South West,UK,11672,14327,1622,18887,0.250967,0.308054,0.034876,0.406103,0.254306,0.302719,0.047839,0.395137,0.280006,0.308126,0.04752,0.364348
E14001604,York Central,E12000003,Yorkshire and The Humber,UK,10142,15654,4607,14894,0.2239,0.345585,0.101707,0.328807,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
E14001605,York Outer,E12000003,Yorkshire and The Humber,UK,10513,10986,1267,17395,0.261771,0.273549,0.031548,0.433132,0.276821,0.314743,0.037987,0.370449,0.280006,0.308126,0.04752,0.364348
N05000001,Belfast East,N92000002,Northern Ireland,UK,12134,17083,1901,15424,0.26071,0.367045,0.040845,0.3314,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000002,Belfast North,N92000002,Northern Ireland,UK,13532,16848,1676,14052,0.293484,0.365403,0.03635,0.304763,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000003,Belfast South & Mid Down,N92000002,Northern Ireland,UK,11571,17065,5309,15718,0.23299,0.343616,0.1069,0.316494,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000004,Belfast West,N92000002,Northern Ireland,UK,13928,14449,1731,12822,0.324435,0.336571,0.040321,0.298673,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000005,East Antrim,N92000002,Northern Ireland,UK,11443,12493,930,15950,0.280357,0.306081,0.022785,0.390778,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000006,East Londonderry,N92000002,Northern Ireland,UK,12230,12528,1346,15767,0.292088,0.299205,0.032146,0.376561,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000007,Fermanagh & South Tyrone,N92000002,Northern Ireland,UK,13791,12362,1444,14983,0.323885,0.290324,0.033912,0.351878,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000008,Foyle,N92000002,Northern Ireland,UK,12968,13092,1623,12437,0.32323,0.326321,0.040454,0.309995,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000009,Lagan Valley,N92000002,Northern Ireland,UK,14229,12208,1004,17171,0.31895,0.273648,0.022505,0.384896,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000010,Mid Ulster,N92000002,Northern Ireland,UK,13518,9504,1150,13652,0.357392,0.251269,0.030404,0.360935,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000011,Newry & Armagh,N92000002,Northern Ireland,UK,14498,11474,1263,14408,0.34815,0.275533,0.03033,0.345988,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000012,North Antrim,N92000002,Northern Ireland,UK,12547,12415,1222,15908,0.298085,0.29495,0.029032,0.377933,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000013,North Down,N92000002,Northern Ireland,UK,11446,13549,929,16606,0.269127,0.318575,0.021843,0.390454,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
N05000014,South Antrim,N92000002,Northern Ireland,UK,13590,11675,1053,15928,0.321687,0.276358,0.024925,0.37703,0.305291,0.30521,0.035171,0.354328,0.280006,0.308126,0.04752,0.364348
