PCON10CD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
E14000812,73,61,47,42,45,44,43,39,42,41,37,31,33,26,28,23,29,39,26,24,28,30
E14000813,81,87,67,65,57,61,62,70,42,61,58,41,43,30,56,57,71,66,45,54,47,50
E14000814,37,32,43,39,22,24,32,36,24,32,20,25,24,17,28,27,15,23,19,18,12,12
E14000815,40,33,35,53,33,28,42,47,45,38,38,35,36,27,37,34,42,27,31,34,26,23
E14000816,54,54,52,43,45,44,43,46,39,40,31,40,31,40,38,46,29,43,49,40,32,48
E14000817,42,53,49,53,35,34,47,61,44,39,28,41,40,49,48,48,36,54,43,55,54,45
E14000818,73,60,65,44,58,44,49,55,44,37,36,40,30,32,37,39,40,50,41,46,33,47
E14000819,58,39,52,55,46,47,46,31,37,27,20,21,32,29,30,40,28,24,29,31,19,31
E14000820,44,34,32,46,25,33,44,28,29,27,22,18,21,20,21,33,22,20,14,22,25,30
E14000821,77,53,72,57,62,57,57,44,45,41,43,48,50,41,47,46,62,43,38,33,29,21
E14000822,67,51,59,38,35,45,59,37,34,32,24,39,40,37,46,36,35,31,36,25,24,29
E14000823,49,53,47,53,34,39,33,26,27,27,19,19,28,17,23,23,28,30,40,47,35,43
E14000824,81,65,88,56,62,70,57,49,60,65,72,82,67,100,83,79,84,54,108,95,85,88
E14000825,63,78,49,45,55,54,63,65,60,46,53,45,42,51,58,60,51,51,54,61,38,42
E14000826,47,46,44,60,50,48,43,47,51,41,44,29,30,31,24,42,28,28,36,36,24,37
E14000827,65,54,54,70,51,54,57,69,46,58,54,76,60,73,55,50,56,54,59,53,52,56
E14000828,38,43,38,46,38,50,45,30,41,40,39,51,52,40,47,42,47,40,44,31,37,33
E14000829,127,117,104,112,113,91,84,95,75,69,59,70,54,48,60,58,50,58,58,61,34,51
E14000830,78,75,69,74,69,55,48,62,31,42,43,47,52,38,42,36,41,34,28,31,30,23
E14000831,46,41,53,58,61,49,55,46,59,56,41,29,41,30,49,54,44,46,52,44,29,42
E14000832,27,35,40,19,31,31,29,22,31,29,30,31,27,27,17,24,26,36,32,35,20,30
E14000833,20,24,22,22,31,20,19,22,15,18,18,22,17,14,13,19,22,18,18,18,17,14
E14000834,30,41,22,19,28,28,20,23,15,16,19,17,10,12,18,25,12,16,15,18,9,11
E14000835,25,29,44,23,24,22,31,27,30,15,25,23,29,23,28,29,30,38,37,35,31,31
E14000836,51,39,58,55,58,49,61,68,44,50,41,39,46,32,32,38,41,29,53,30,31,53
E14000837,52,60,71,65,53,46,45,51,33,35,32,37,28,39,53,50,63,49,56,53,44,46
E14000838,55,49,51,46,36,38,38,42,28,22,39,34,44,36,47,43,33,48,53,50,28,42
E14000839,75,83,64,65,58,59,60,48,72,44,38,33,43,50,36,41,42,39,37,38,48,38
E14000840,30,25,27,24,23,34,29,21,14,20,23,27,29,24,24,24,26,28,18,25,16,16
E14000841,68,51,43,45,44,47,52,45,45,40,45,36,41,49,37,37,40,42,42,34,40,55
E14000842,84,85,69,65,81,67,70,68,63,67,50,49,40,45,54,39,50,57,61,46,50,54
E14000843,42,47,56,46,51,50,38,47,50,40,31,44,22,30,31,40,24,24,33,32,13,27
E14000844,88,76,74,72,45,40,46,53,41,36,56,58,40,48,62,59,50,54,51,41,53,39
E14000845,67,85,65,68,59,48,38,48,43,41,45,27,46,47,34,38,43,34,41,35,22,34
E14000846,45,34,39,32,39,41,34,30,22,30,24,13,21,28,34,34,19,21,27,14,9,10
E14000847,78,89,77,82,73,76,61,64,52,43,25,38,31,30,42,48,55,45,51,44,47,52
E14000848,73,55,55,61,51,47,42,33,45,32,31,26,18,22,27,15,35,30,28,30,35,41
E14000849,112,91,68,57,65,60,42,42,38,51,37,26,40,28,31,40,35,64,43,42,41,29
E14000850,48,34,57,45,56,35,31,26,27,19,22,24,28,23,25,21,18,30,17,17,9,17
E14000851,49,39,41,40,37,27,36,29,20,42,31,39,37,25,31,33,42,21,33,36,12,26
E14000852,40,56,41,55,33,43,50,40,39,28,28,33,24,36,42,37,55,47,33,41,47,59
E14000853,38,27,37,37,31,32,30,28,25,26,24,27,28,27,24,22,30,35,37,29,26,23
E14000854,112,107,93,64,100,75,68,72,55,65,67,61,62,55,45,52,62,82,59,54,47,47
E14000855,123,110,96,88,92,94,88,78,77,81,73,59,56,59,52,63,60,65,41,53,52,65
E14000856,32,34,36,49,40,40,42,43,34,29,35,36,32,36,27,46,35,31,27,42,31,23
E14000857,78,63,81,50,53,51,50,43,51,37,40,56,53,54,68,49,59,46,56,46,40,41
E14000858,63,70,57,46,53,50,54,50,41,40,39,28,43,35,40,45,42,43,46,32,29,33
E14000859,61,69,49,41,39,64,49,47,31,53,37,36,35,33,39,38,40,36,51,39,43,41
E14000860,72,59,74,63,58,59,67,51,51,31,43,53,36,32,47,55,53,45,40,45,24,33
E14000861,42,37,51,33,23,32,40,23,30,16,24,30,22,23,28,28,14,18,15,35,20,27
E14000862,65,51,53,51,45,48,34,44,51,34,24,33,38,43,39,39,35,34,29,30,25,38
E14000863,56,34,31,28,41,29,38,26,29,23,18,24,19,33,28,30,32,29,29,24,25,21
E14000864,63,71,63,50,48,37,50,40,29,23,31,29,44,36,37,40,36,40,51,70,36,34
E14000865,88,66,71,63,58,60,52,48,50,38,45,50,39,42,49,46,39,46,35,58,35,40
E14000866,72,85,58,55,48,51,38,46,39,48,24,35,35,29,22,29,38,21,29,32,21,35
E14000867,93,83,79,84,62,82,86,72,60,59,60,55,54,42,33,53,49,47,50,42,25,34
E14000868,42,46,49,51,46,34,30,28,39,30,22,35,31,38,50,20,32,32,36,33,30,24
E14000869,54,44,38,37,26,39,35,49,28,27,22,17,25,11,12,14,19,21,33,28,14,39
E14000870,35,36,26,29,43,31,30,34,21,25,28,32,23,24,28,35,22,18,21,31,18,24
E14000871,42,42,25,32,39,42,34,35,37,28,35,29,18,24,29,28,24,37,29,28,22,31
E14000872,49,37,46,42,33,23,43,31,25,31,17,17,14,19,17,20,28,20,30,24,15,25
E14000873,47,50,70,56,53,39,40,45,48,49,58,44,52,32,59,50,56,47,32,19,26,43
E14000874,72,50,43,38,45,32,51,43,35,48,59,43,45,42,49,54,38,33,24,30,34,25
E14000875,42,66,49,58,55,49,40,56,40,34,31,33,39,35,44,45,48,37,42,41,37,43
E14000876,54,53,42,57,51,51,31,48,30,30,27,29,35,20,18,35,36,65,34,51,33,35
E14000877,101,77,101,97,86,103,81,59,47,60,60,56,49,51,52,53,55,62,77,60,62,58
E14000878,71,59,79,79,70,88,52,65,65,54,53,48,50,53,43,36,53,63,46,60,55,52
E14000879,32,28,30,22,26,20,20,17,22,20,18,30,23,23,22,30,37,33,25,32,31,17
E14000880,47,51,58,45,37,26,24,37,32,15,32,30,29,30,41,32,39,45,52,46,34,35
E14000881,27,37,37,39,38,42,25,29,43,38,37,37,41,52,59,35,45,38,47,43,23,34
E14000882,77,77,76,69,63,56,56,69,64,48,32,42,71,44,35,31,56,73,68,82,56,62
E14000883,74,50,60,41,67,54,51,44,51,52,52,84,70,56,53,58,66,60,58,66,43,62
E14000884,47,36,57,34,44,44,36,34,45,45,39,57,51,57,42,50,36,52,56,45,43,43
E14000885,82,92,86,78,78,67,69,67,69,61,46,49,36,29,50,48,49,43,40,61,46,74
E14000886,56,45,46,53,27,37,26,31,28,26,20,25,36,30,22,32,22,21,28,20,14,25
E14000887,44,56,39,50,39,28,28,45,38,27,24,34,21,39,17,22,29,47,48,31,30,33
E14000888,60,41,41,44,45,31,40,34,25,31,18,22,32,21,30,24,37,21,35,33,26,26
E14000889,50,39,45,35,30,23,35,26,32,28,25,27,21,26,31,21,24,33,26,27,19,22
E14000890,41,50,52,30,34,19,25,27,24,27,19,32,24,31,25,25,30,32,29,18,20,17
E14000891,22,22,28,37,33,23,36,24,32,25,24,18,23,20,24,24,18,24,17,20,24,22
E14000892,35,39,35,35,29,23,29,32,23,14,17,14,19,16,17,26,26,27,22,28,21,39
E14000893,54,56,48,47,41,43,46,38,55,42,47,36,52,39,56,59,42,43,66,65,47,52
E14000894,81,80,75,71,64,77,74,81,75,65,71,64,54,60,74,62,57,63,53,67,51,76
E14000895,113,135,138,119,115,147,105,101,112,85,82,80,88,75,73,94,74,62,58,63,36,55
E14000896,51,55,63,49,41,40,49,45,38,30,30,39,33,30,32,25,26,35,55,48,55,78
E14000897,34,44,50,34,40,36,33,41,39,31,24,26,23,19,34,27,35,21,27,37,17,29
E14000898,52,35,45,40,40,46,27,48,31,35,31,24,26,23,23,34,41,34,52,53,47,36
E14000899,70,50,49,51,50,34,33,34,33,59,29,33,40,42,49,45,54,45,31,54,34,47
E14000900,49,63,65,60,43,30,45,43,27,23,15,30,25,22,18,29,31,25,35,35,26,29
E14000901,67,56,71,64,47,31,41,50,43,45,46,57,53,60,55,56,52,57,66,53,45,54
E14000902,60,70,52,52,46,59,55,47,41,60,31,39,40,40,51,43,44,29,34,48,50,46
E14000903,35,41,34,41,57,37,37,49,30,42,25,36,28,42,33,30,43,37,50,49,45,58
E14000904,50,27,21,30,40,29,20,38,31,26,17,36,33,37,26,25,32,46,46,64,45,42
E14000905,94,87,73,61,79,54,49,60,43,40,39,45,42,37,49,54,60,51,48,48,34,42
E14000906,51,52,48,34,47,30,26,32,18,20,17,21,20,14,22,14,15,15,31,24,30,20
E14000907,62,45,51,63,53,49,45,61,50,57,39,63,56,43,57,80,45,49,101,67,61,46
E14000908,88,76,79,80,74,61,66,51,57,47,49,45,51,49,38,43,39,34,38,44,37,31
E14000909,65,77,64,58,59,48,51,58,57,52,45,44,38,36,54,59,52,34,41,35,38,39
E14000910,118,119,90,132,87,85,88,76,71,50,54,68,62,42,60,58,53,79,78,64,57,62
E14000911,41,48,40,43,34,40,39,44,42,36,37,23,37,30,28,23,31,39,36,32,27,34
E14000912,73,53,56,76,48,59,63,47,54,56,43,56,41,33,39,43,59,38,48,45,20,23
E14000913,81,81,81,79,65,62,69,80,59,62,57,47,50,43,36,32,36,43,23,22,27,37
E14000914,47,65,60,61,70,58,42,51,50,39,41,44,40,43,40,45,34,43,66,35,36,54
E14000915,42,33,50,48,52,42,50,37,38,35,29,33,34,39,34,30,34,29,35,50,29,39
E14000916,23,30,28,27,28,20,36,29,26,18,20,20,24,25,28,32,25,32,32,24,25,23
E14000917,118,97,125,106,102,77,118,111,84,77,59,70,50,64,57,48,64,50,57,37,42,37
E14000918,93,75,74,58,66,49,43,50,35,50,40,51,40,45,51,54,54,51,45,65,60,53
E14000919,69,75,91,86,70,76,66,71,56,61,46,44,45,55,50,28,62,90,81,106,71,56
E14000920,39,46,66,42,35,53,49,56,36,28,25,19,22,30,31,23,32,45,56,50,41,35
E14000921,63,64,74,60,58,54,54,46,38,39,30,38,40,32,30,37,33,55,88,52,51,47
E14000922,20,20,25,32,35,33,33,32,19,23,17,14,28,12,21,9,18,38,31,35,33,28
E14000923,36,40,32,43,28,32,32,28,25,28,21,23,19,19,25,11,23,31,33,40,27,29
E14000924,71,77,86,81,81,82,70,65,59,52,59,74,54,41,41,33,41,35,40,37,34,39
E14000925,52,53,36,49,32,41,42,43,55,33,30,24,36,26,25,28,29,23,22,20,23,39
E14000926,81,76,78,37,44,55,34,40,38,29,27,31,32,26,42,37,51,47,31,43,29,35
E14000927,69,67,55,48,41,34,39,33,28,40,21,33,31,26,44,38,46,51,47,44,41,57
E14000928,148,120,104,140,126,105,120,104,104,85,86,68,79,86,92,90,95,90,82,84,43,51
E14000929,100,76,102,81,73,56,51,57,59,65,85,61,60,57,51,51,52,73,71,79,75,78
E14000930,69,58,56,44,38,33,43,42,42,30,35,41,33,38,40,40,41,32,38,31,31,29
E14000931,35,28,26,30,32,34,30,26,37,29,24,23,26,14,11,20,20,17,15,15,9,17
E14000932,88,79,67,79,61,62,66,67,53,54,39,47,38,46,38,41,36,35,34,29,15,28
E14000933,58,73,86,71,73,52,53,48,35,38,37,36,37,37,40,43,52,41,42,34,37,43
E14000934,72,93,65,91,104,106,68,73,69,71,76,60,41,45,53,43,56,67,77,60,58,64
E14000935,64,48,58,49,53,42,56,52,40,50,40,47,31,35,43,25,39,37,41,46,28,40
E14000936,46,42,46,50,38,37,27,33,48,47,31,43,39,40,48,53,47,36,33,31,25,29
E14000937,103,98,107,82,95,79,73,82,62,61,62,67,64,64,59,53,54,57,55,57,56,50
E14000938,38,42,35,48,37,40,33,43,35,26,22,31,37,31,39,30,43,38,41,42,38,40
E14000939,68,60,66,78,56,43,42,49,37,50,52,48,58,58,46,45,45,75,50,65,55,45
E14000940,48,65,64,48,43,48,52,45,44,44,52,36,30,33,40,47,41,37,36,33,36,38
E14000941,73,88,75,75,69,63,55,54,45,49,48,52,33,44,48,44,61,49,58,59,58,30
E14000942,113,80,78,92,90,84,54,77,60,64,43,40,60,57,41,48,46,39,32,63,37,33
E14000943,46,65,67,48,42,47,55,41,50,52,47,38,21,52,43,38,43,45,37,29,31,38
E14000944,28,22,14,29,20,31,24,18,27,23,20,20,20,16,16,12,22,24,21,18,17,18
E14000945,41,47,34,45,51,28,39,38,40,37,29,25,23,24,19,31,25,24,17,12,7,18
E14000946,52,52,52,62,51,52,46,40,53,52,35,39,37,32,28,25,44,33,34,49,49,37
E14000947,52,53,56,42,37,30,36,41,43,39,27,31,32,31,32,34,33,36,34,31,12,28
E14000948,42,39,34,39,39,26,42,29,20,24,25,28,22,28,28,40,49,49,32,31,28,37
E14000949,47,39,32,34,29,39,30,32,33,39,37,25,28,38,32,39,32,36,48,41,28,36
E14000950,33,29,26,32,19,20,21,29,24,18,18,23,24,25,38,27,31,35,28,21,31,25
E14000951,80,78,56,62,47,41,45,36,32,33,31,28,30,30,30,34,31,29,31,35,20,23
E14000952,91,87,76,73,85,82,65,62,37,52,53,44,58,55,50,49,60,63,61,72,49,63
E14000953,48,45,50,42,45,57,41,49,38,43,45,37,40,41,61,54,34,50,50,51,48,46
E14000954,66,61,54,65,66,50,53,53,59,46,49,36,45,49,44,44,40,48,45,50,24,41
E14000955,59,46,46,46,41,45,36,36,41,34,61,74,53,52,55,52,58,52,42,59,34,34
E14000956,37,46,61,40,41,42,38,42,38,51,49,60,47,54,51,58,46,41,56,60,34,48
E14000957,44,34,45,47,38,37,39,35,33,32,34,34,24,18,36,33,41,41,33,30,23,14
E14000958,34,18,24,22,24,31,30,28,24,26,25,35,28,26,24,44,23,34,30,34,13,21
E14000959,37,39,47,40,48,42,39,46,37,34,37,40,31,36,47,51,36,33,62,46,42,57
E14000960,61,64,71,61,57,53,47,50,39,32,43,36,34,32,29,34,40,19,34,42,42,36
E14000961,43,54,49,42,22,51,32,40,33,19,35,43,38,34,29,30,43,32,46,45,42,26
E14000962,35,40,40,33,33,38,37,26,31,28,22,32,26,32,28,23,31,32,31,36,23,24
E14000963,53,47,34,49,42,35,30,25,39,34,22,41,44,44,47,32,40,32,38,28,25,36
E14000964,35,38,35,36,20,21,39,29,26,21,28,24,19,33,29,23,28,34,41,34,37,29
E14000965,33,36,32,44,29,38,37,27,33,24,19,22,17,18,20,26,32,27,25,18,15,20
E14000966,32,37,23,35,28,26,33,29,26,24,13,14,24,23,16,23,23,19,14,12,15,14
E14000967,36,29,30,30,29,21,23,30,23,22,24,22,8,16,21,21,16,24,22,15,10,23
E14000968,56,46,39,30,30,35,31,49,32,25,33,19,25,22,25,28,24,32,27,28,19,21
E14000969,32,35,39,37,31,19,27,23,30,25,20,21,19,17,22,19,19,23,22,15,17,26
E14000970,35,46,44,49,52,41,46,47,45,48,22,37,37,28,24,43,30,27,31,42,25,20
E14000971,27,19,32,41,30,26,33,18,20,25,18,21,24,17,23,21,16,18,16,20,8,20
E14000972,34,43,40,32,34,24,37,36,18,23,25,28,21,15,11,14,32,20,25,27,16,17
E14000973,36,37,46,39,27,26,18,28,6,11,15,18,15,15,22,19,28,26,17,19,12,15
E14000974,20,20,27,18,24,25,23,15,10,14,9,16,7,17,13,11,19,12,18,11,14,19
E14000975,56,46,43,73,42,58,49,52,43,30,31,30,22,17,18,22,45,24,24,34,13,18
E14000976,28,28,34,27,28,25,21,28,27,28,25,28,23,23,14,18,25,17,19,20,15,15
E14000977,102,98,83,102,83,72,70,73,63,45,57,48,46,64,52,54,66,42,60,61,38,40
E14000978,84,75,74,61,48,40,58,52,42,59,33,45,44,41,25,37,39,62,63,51,52,66
E14000979,44,30,44,36,33,20,38,32,30,30,24,28,26,18,25,29,19,43,34,29,17,29
E14000980,42,47,38,39,25,33,41,41,35,33,20,29,42,23,34,29,36,37,40,41,51,38
E14000981,66,57,45,59,54,57,48,38,52,47,49,38,48,37,33,34,35,43,37,43,36,37
E14000982,40,44,40,50,31,31,37,41,39,37,38,36,23,25,26,23,25,33,30,37,28,19
E14000983,45,58,51,43,48,61,39,40,49,46,41,45,34,46,58,45,35,43,59,44,52,46
E14000984,55,46,47,51,28,24,41,29,34,25,29,18,19,12,10,10,12,32,34,34,30,21
E14000985,32,30,33,28,28,38,39,26,22,29,36,24,23,18,19,25,22,21,25,23,22,23
E14000986,33,33,47,31,25,32,30,19,12,24,17,11,20,11,17,22,25,19,29,12,10,18
E14000987,112,92,85,62,60,72,84,51,88,52,65,85,66,58,62,45,54,64,48,37,29,40
E14000988,39,40,54,57,52,54,58,50,48,35,39,31,27,36,29,31,33,32,25,32,15,20
E14000989,44,41,35,38,34,28,27,18,16,27,14,23,13,22,19,15,21,26,22,20,13,26
E14000990,51,67,73,65,53,38,27,35,41,36,34,45,42,29,26,38,50,39,41,50,36,52
E14000991,80,75,63,68,46,50,50,57,56,53,51,57,45,59,42,62,56,71,65,80,62,75
E14000992,52,50,45,55,51,34,37,32,23,35,25,20,24,18,24,26,36,33,31,27,27,29
E14000993,131,149,140,148,138,118,127,138,74,97,84,81,105,80,67,66,67,70,61,57,47,51
E14000994,54,45,52,40,51,39,32,35,39,23,39,11,13,22,20,27,22,21,23,14,18,19
E14000995,64,81,56,92,65,66,63,67,55,40,43,38,37,37,39,48,59,47,49,39,48,34
E14000996,41,54,67,49,30,28,39,46,26,23,40,25,30,37,47,37,40,54,50,34,34,42
E14000997,71,71,64,60,69,50,35,36,43,42,43,33,36,41,37,42,56,49,45,46,52,39
E14000998,51,57,53,42,48,32,43,63,41,37,29,31,38,26,28,28,26,46,48,52,54,55
E14000999,38,25,31,33,24,26,33,30,24,19,23,22,25,39,32,24,32,37,42,38,25,39
E14001000,50,48,50,46,33,46,51,37,31,21,26,25,41,47,42,49,53,59,40,56,36,31
E14001001,24,41,36,30,14,36,32,31,20,22,24,26,17,31,26,30,45,40,28,32,30,25
E14001002,103,106,98,96,74,39,69,38,45,52,43,42,53,59,49,38,47,88,76,61,48,57
E14001003,37,43,46,46,41,32,36,39,27,31,28,36,30,41,37,33,40,43,39,43,28,47
E14001004,82,66,49,47,63,47,51,53,36,46,28,37,34,41,41,39,24,50,60,59,49,44
E14001005,55,46,59,72,39,33,47,39,24,29,43,32,25,20,27,16,25,46,42,35,22,40
E14001006,28,16,38,21,21,24,22,32,17,30,16,19,21,22,21,29,28,23,27,26,16,22
E14001007,67,59,47,55,50,41,31,30,38,27,37,16,27,19,21,21,18,41,47,44,28,27
E14001008,121,129,127,110,78,89,85,82,66,72,88,97,88,61,50,46,59,106,106,102,83,100
E14001009,48,50,47,39,45,50,48,48,42,39,51,36,31,34,36,36,29,34,45,30,37,37
E14001010,36,32,44,38,42,41,46,27,24,40,29,22,25,32,32,26,27,26,22,20,24,24
E14001011,38,38,27,31,27,22,28,36,34,26,26,17,22,30,33,30,29,33,29,25,24,27
E14001012,65,51,35,45,37,23,40,41,31,32,24,29,25,32,39,34,37,37,40,36,29,35
E14001013,80,72,67,55,41,42,42,34,44,25,26,33,36,29,24,24,26,46,40,46,30,36
E14001014,21,25,29,31,43,34,30,32,27,21,23,24,18,19,28,22,24,23,39,32,22,28
E14001015,60,75,70,56,62,41,46,42,46,43,55,39,52,49,46,52,48,49,37,36,26,39
E14001016,55,56,44,43,34,30,33,26,29,24,25,35,34,29,34,31,28,35,31,27,28,39
E14001017,48,74,71,76,64,53,56,49,65,39,57,51,54,35,36,40,36,37,44,23,23,33
E14001018,56,71,63,45,50,36,43,40,47,45,40,47,51,32,38,45,41,28,32,24,22,25
E14001019,54,64,55,58,41,40,41,42,42,31,23,30,24,24,26,23,47,41,39,30,33,19
E14001020,38,37,21,31,29,29,36,35,24,29,17,21,18,21,23,22,29,20,22,20,30,24
E14001021,82,70,68,58,38,54,32,36,41,29,29,24,36,27,32,31,44,48,33,28,37,31
E14001022,59,46,40,35,42,46,37,32,35,46,29,47,40,23,16,25,40,32,24,40,29,41
E14001023,95,77,67,63,72,72,61,62,80,71,54,56,70,68,73,72,79,89,57,75,58,61
E14001024,41,40,40,49,45,45,49,42,49,34,35,48,40,21,29,34,26,23,21,21,20,18
E14001025,57,68,43,58,51,65,49,51,51,43,30,34,29,36,31,35,41,34,35,34,33,41
E14001026,46,46,49,57,58,57,54,43,41,56,42,44,39,40,38,34,31,26,43,33,17,31
E14001027,68,69,61,56,64,53,51,47,44,39,32,30,29,36,38,42,50,42,43,42,35,35
E14001028,36,38,33,34,41,28,36,26,31,22,16,17,29,31,30,27,48,38,56,33,35,35
E14001029,64,41,43,36,27,26,38,29,20,35,21,28,28,21,17,27,35,28,25,26,30,22
E14001030,59,41,50,34,42,28,36,40,25,26,33,25,33,25,35,35,35,36,26,30,26,29
E14001031,75,67,83,64,67,62,58,64,58,68,55,56,61,53,47,64,50,51,41,48,35,62
E14001032,70,69,66,70,55,48,41,43,41,50,41,40,40,35,33,42,44,87,61,72,52,70
E14001033,68,72,67,79,89,84,86,65,67,60,64,55,51,53,57,48,34,39,42,58,41,66
E14001034,88,93,77,77,60,64,76,51,60,48,64,59,63,48,48,34,41,50,39,61,30,62
E14001035,64,48,51,42,59,65,51,46,50,41,25,30,30,28,27,38,43,42,32,33,28,37
E14001036,77,81,76,73,59,55,59,63,67,67,39,28,41,42,29,27,42,58,61,57,50,72
E14001037,82,82,76,74,77,69,62,56,68,55,41,43,27,50,37,46,65,62,55,70,55,46
E14001038,28,43,47,44,39,39,38,40,30,14,31,20,26,36,25,26,24,16,33,14,16,14
E14001039,49,36,49,42,51,43,30,35,28,32,18,27,25,25,21,18,21,32,24,26,13,23
E14001040,49,47,50,45,43,28,32,35,34,26,22,29,33,16,27,14,16,27,37,47,31,31
E14001041,51,50,48,56,48,40,45,64,55,60,55,53,43,52,56,53,69,41,69,52,45,37
E14001042,70,61,58,48,44,36,40,43,46,36,41,35,44,42,32,41,48,38,32,23,25,29
E14001043,40,37,37,51,42,43,35,38,31,29,29,26,16,31,28,35,23,32,27,16,20,24
E14001044,20,19,31,26,36,29,19,26,29,26,17,23,17,20,23,30,22,17,15,14,16,16
E14001045,84,75,87,102,86,79,69,66,57,47,58,46,39,40,34,37,56,61,48,54,38,42
E14001046,88,81,62,73,59,48,47,54,55,52,49,55,44,49,60,38,56,42,51,30,36,30
E14001047,48,49,39,39,42,44,50,48,33,53,41,41,35,46,45,46,38,32,63,56,42,53
E14001048,50,56,64,42,42,34,36,48,35,38,28,40,28,33,31,29,41,25,33,21,19,23
E14001049,33,30,35,35,41,24,15,31,16,21,32,20,31,16,25,17,24,27,29,25,19,28
E14001050,41,50,42,38,44,36,43,34,25,21,22,32,30,25,29,32,27,29,36,31,22,33
E14001051,37,27,28,36,43,37,33,26,33,24,29,25,33,19,20,23,27,18,23,28,24,25
E14001052,42,39,29,36,22,17,31,26,22,10,17,25,16,23,18,18,24,26,24,19,12,23
E14001053,43,42,38,49,48,47,43,32,38,28,22,31,26,26,20,24,18,32,34,33,33,26
E14001054,34,45,31,37,32,29,32,38,35,24,27,26,29,26,23,18,20,28,31,24,12,28
E14001055,35,43,25,33,29,35,31,33,32,19,26,27,30,27,33,30,35,44,31,52,32,31
E14001056,66,57,53,46,46,36,43,40,40,25,39,31,26,32,29,42,33,25,26,17,26,24
E14001057,64,66,62,66,55,68,58,60,61,62,44,45,52,54,51,57,55,43,44,70,49,47
E14001058,51,38,46,57,40,56,41,42,41,44,25,29,31,32,30,26,35,28,41,38,34,41
E14001059,21,43,37,34,44,44,45,36,29,20,27,25,29,25,24,18,19,27,26,19,18,32
E14001060,57,56,56,48,62,40,44,43,48,36,47,29,32,32,43,37,27,30,26,21,15,27
E14001061,24,28,38,22,41,22,45,34,34,26,19,24,23,31,33,32,30,20,27,21,21,17
E14001062,52,73,70,53,52,59,74,47,46,29,41,34,26,24,31,32,24,27,27,24,19,20
S14000001,30,30,30,27,32,32,29,24,51,26,39,42,41,46,36,28,33,17,21,21,21,14
S14000002,36,20,25,31,40,31,17,26,50,39,26,37,45,37,36,38,15,12,15,23,10,11
S14000003,63,57,47,52,37,29,40,40,31,30,22,23,32,25,25,24,21,18,17,29,34,20
S14000004,69,79,66,51,80,60,60,55,55,47,44,47,35,42,28,33,25,37,28,32,33,40
S14000005,120,98,89,116,89,74,87,53,88,71,64,52,50,47,52,41,61,50,50,81,37,46
S14000006,84,69,68,55,61,46,40,44,44,42,33,34,30,24,26,31,35,43,31,38,26,37
S14000007,45,53,41,48,40,53,47,38,67,44,51,51,52,42,48,40,40,30,27,28,24,23
S14000008,69,75,92,71,67,76,61,61,73,65,64,44,53,52,52,52,43,38,47,48,40,49
S14000009,57,61,40,57,50,38,38,33,26,36,16,27,14,15,22,19,22,11,22,35,26,27
S14000010,54,40,52,49,38,35,29,30,35,37,25,20,11,18,24,35,28,23,26,25,22,24
S14000011,85,46,38,28,28,36,25,36,34,32,21,17,17,18,26,18,17,23,29,30,17,16
S14000012,40,37,38,32,14,19,29,28,27,27,18,12,16,12,13,12,11,15,15,20,10,8
S14000013,65,64,50,51,48,59,79,81,50,65,33,41,40,35,32,26,36,32,39,41,27,38
S14000014,90,84,91,89,88,99,92,102,75,86,59,78,52,53,62,55,50,50,61,57,31,53
S14000015,45,43,46,37,40,36,42,37,34,30,27,30,29,20,18,18,24,18,20,25,31,26
S14000016,51,54,36,39,48,38,49,31,43,46,25,29,24,20,28,12,16,19,16,26,28,24
S14000017,53,37,57,34,41,35,58,31,20,27,27,18,17,22,21,16,21,13,18,24,29,26
S14000018,29,28,18,27,25,14,19,17,15,12,17,13,14,6,11,11,10,9,9,17,10,13
S14000019,55,40,48,44,30,26,28,30,37,32,25,20,18,18,19,17,19,19,18,20,23,23
S14000020,55,33,41,28,36,38,41,33,19,35,32,26,22,22,33,27,28,34,38,40,30,32
S14000021,38,36,31,30,26,15,25,17,24,17,25,13,14,12,15,16,16,18,14,20,13,20
S14000022,67,72,57,45,37,47,58,54,43,35,30,36,44,44,34,35,50,41,29,43,37,40
S14000023,55,47,51,33,41,35,51,40,48,39,31,46,50,28,42,36,39,37,27,46,28,28
S14000024,35,39,22,17,22,22,30,22,24,19,23,18,27,19,22,24,26,20,19,27,21,25
S14000025,43,55,42,29,28,33,35,36,31,21,26,37,39,19,32,25,22,26,23,27,24,31
S14000026,49,44,35,37,37,34,31,34,30,27,18,33,28,25,24,26,28,21,21,41,26,27
S14000027,15,19,17,16,18,15,8,10,14,7,7,4,6,2,9,5,5,3,4,13,5,7
S14000028,49,57,66,56,40,57,42,38,54,38,27,29,53,25,27,34,28,32,24,22,18,32
S14000029,95,93,117,99,83,71,108,78,92,66,71,63,64,48,51,48,57,47,53,75,54,39
S14000030,50,58,49,47,35,36,35,30,45,33,30,16,30,17,25,19,19,16,20,22,22,31
S14000031,34,32,40,29,29,34,29,24,28,22,19,17,18,16,19,19,19,18,19,17,22,23
S14000032,50,60,47,42,34,40,23,31,29,29,24,25,24,19,24,26,17,23,24,27,24,32
S14000033,40,39,45,41,30,31,28,28,34,25,25,23,22,13,14,22,17,12,15,17,19,25
