PCON24CD,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12,2018-03,2018-06,2018-09,2018-12,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03,2022-06,2022-09,2022-12,2023-03,2023-06,2023-09,2023-12,2024-03,2024-06,2024-09,2024-12,2025-03
E14001358,3.1,2.7,2.5,2.2,2.1,1.9,2.0,1.9,2.1,2.1,2.1,2.2,2.3,2.2,2.3,2.5,2.9,3.0,3.1,3.0,3.3,3.4,3.4,3.4,3.5,6.3,6.6,6.6,6.6,5.8,5.2,4.5,4.4,4.1,3.8,3.7,3.8,3.8,3.6,3.5,3.6,3.7,4.1,4.0,4.1
E14001359,1.1,0.9,0.8,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.9,0.9,1.0,1.0,1.0,1.1,1.2,1.2,1.2,1.3,3.8,3.8,3.5,3.4,2.7,2.4,2.1,1.9,1.7,1.7,1.7,1.7,1.7,1.7,1.8,1.8,1.8,2.1,2.0,2.1
E14001360,0.7,0.7,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.8,0.8,1.0,1.0,3.3,3.5,3.3,2.8,2.3,1.9,1.7,1.6,1.5,1.6,1.5,1.5,1.4,1.4,1.4,1.5,1.5,1.7,1.7,1.8
E14001361,2.5,1.8,1.6,1.3,1.3,1.3,1.3,1.2,1.4,1.3,1.3,1.3,1.3,1.4,1.4,1.5,1.8,2.1,2.4,2.5,2.6,2.5,2.5,2.6,2.5,5.4,5.3,4.9,4.7,3.9,3.4,2.9,2.7,2.5,2.4,2.6,2.8,2.6,2.6,2.6,2.7,2.6,2.5,2.5,2.7
E14001362,1.1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.6,0.7,0.7,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.1,1.3,1.3,1.3,1.4,1.4,3.6,3.6,3.3,3.3,2.6,2.2,1.9,1.9,1.7,1.7,1.6,1.7,1.7,1.7,1.7,1.9,1.8,2.0,1.9,2.0
E14001363,1.1,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.9,0.8,0.8,0.8,0.9,1.1,1.1,1.1,1.3,1.4,1.3,1.3,1.4,3.7,3.8,3.8,3.8,3.0,2.5,2.2,2.2,2.0,1.9,2.1,2.0,1.9,1.9,2.0,2.2,2.2,2.4,2.1,2.4
E14001364,1.3,1.0,1.0,0.8,0.8,0.7,0.8,0.6,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.8,1.0,1.1,1.2,1.2,1.3,3.9,4.1,3.6,3.7,2.9,2.6,2.3,2.2,2.0,1.9,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.4,2.2,2.4
E14001365,2.0,1.5,1.3,1.2,1.2,1.0,0.9,0.9,1.1,1.0,0.9,1.0,1.1,1.0,0.9,0.9,1.1,1.0,1.0,1.2,1.4,1.5,1.5,1.6,1.7,4.0,3.9,3.8,3.8,3.0,2.6,2.4,2.3,2.0,2.0,1.9,1.9,1.8,1.8,2.0,2.1,2.1,2.3,2.1,2.2
E14001366,0.7,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.3,0.5,0.7,0.8,0.8,0.9,1.0,1.1,3.2,3.4,3.1,3.2,2.5,2.1,1.8,1.7,1.5,1.5,1.5,1.5,1.6,1.7,1.7,1.7,1.7,1.9,1.7,1.8
E14001367,7.2,6.3,5.8,5.4,5.0,4.6,4.6,4.9,5.2,5.1,5.1,5.3,5.4,5.1,5.0,4.9,5.3,4.9,4.8,5.1,6.2,6.6,6.4,6.8,7.1,11.1,11.2,11.0,11.9,10.5,9.7,8.7,8.0,7.1,7.0,7.3,7.3,6.8,6.5,6.4,6.9,6.9,7.3,6.7,6.9
E14001368,4.3,3.8,3.5,3.2,3.2,2.7,2.7,3.3,3.4,3.2,3.1,3.2,3.3,3.2,3.1,3.0,3.3,2.9,2.9,2.9,3.6,3.6,3.6,3.8,4.1,6.9,7.0,6.7,6.6,5.4,4.8,4.3,4.0,3.5,3.4,3.5,3.7,3.4,3.3,3.5,3.7,3.5,3.7,3.5,3.6
E14001369,2.7,2.2,1.9,1.6,1.8,1.7,1.6,1.2,1.7,1.5,1.5,1.3,1.6,1.6,1.5,1.4,1.7,1.6,1.6,1.4,1.8,1.9,2.1,2.3,2.6,5.9,6.1,5.6,5.8,5.1,4.6,3.9,3.7,3.5,3.4,3.4,3.7,3.7,3.8,3.8,4.2,4.4,4.7,4.5,4.9
E14001370,2.3,2.0,1.8,1.3,1.6,1.5,1.4,1.1,1.4,1.3,1.3,1.2,1.5,1.4,1.4,1.3,1.5,1.4,1.4,1.3,1.6,1.9,2.1,2.2,2.5,6.1,6.5,5.9,5.5,4.8,4.3,3.7,3.4,3.2,3.1,3.1,3.2,3.2,3.2,3.2,3.5,3.7,4.0,3.8,4.0
E14001371,2.9,2.6,2.5,2.2,2.2,2.0,1.9,1.9,2.0,2.0,2.0,2.1,2.3,2.4,2.3,2.3,2.6,2.8,3.0,3.0,3.3,3.4,3.4,3.5,3.6,8.8,9.2,9.2,8.6,7.1,6.4,5.6,5.4,4.9,4.8,4.8,4.9,5.0,5.2,5.3,5.4,5.6,6.2,6.0,6.2
E14001372,2.6,2.2,2.0,2.0,1.9,1.8,1.8,1.9,2.0,1.8,1.7,2.1,2.5,2.7,2.7,2.8,3.0,2.9,2.9,2.9,3.1,3.1,3.0,3.1,3.1,6.0,5.8,5.6,5.8,4.7,4.2,4.0,3.5,2.9,2.9,3.1,3.3,3.1,3.0,2.9,3.1,3.0,3.3,3.2,3.3
E14001373,1.3,0.9,0.9,0.8,0.8,0.7,0.6,0.6,0.8,0.7,0.6,0.6,0.7,0.6,0.7,0.8,0.9,0.8,1.0,1.1,1.3,1.2,1.3,1.4,1.6,4.1,4.1,3.8,4.1,3.0,2.6,2.3,2.2,2.0,1.9,2.0,1.9,1.8,1.9,2.0,2.1,2.1,2.3,2.3,2.4
E14001374,1.2,0.9,0.7,0.8,0.8,0.6,0.5,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.8,0.9,0.8,0.7,1.0,1.2,1.3,1.4,1.5,1.5,4.2,4.3,4.1,4.2,3.4,2.8,2.5,2.3,2.1,2.0,2.1,2.0,1.9,1.9,2.1,2.2,2.1,2.3,2.2,2.3
E14001375,2.0,1.5,1.3,1.2,1.3,1.2,1.2,1.0,1.2,1.1,1.1,1.1,1.2,1.2,1.2,1.1,1.2,1.2,1.4,1.4,1.7,1.9,2.0,2.0,2.1,4.6,4.6,4.3,4.5,3.8,3.4,3.2,3.1,2.8,2.7,2.7,2.7,2.6,2.7,2.8,2.9,2.8,3.0,2.8,2.8
E14001376,1.1,0.9,0.8,0.7,0.7,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.9,1.0,1.2,1.3,1.5,1.5,1.6,1.7,1.8,4.2,4.4,4.2,4.2,3.4,3.0,2.7,2.6,2.2,2.2,2.2,2.2,2.2,2.1,2.2,2.3,2.3,2.6,2.3,2.6
E14001377,5.0,4.3,3.9,3.6,3.5,3.0,3.1,3.1,3.5,3.3,3.2,3.2,3.4,3.5,4.0,4.3,4.6,4.7,4.8,5.0,5.2,5.1,5.0,5.1,5.1,8.5,8.7,8.6,9.5,8.5,7.7,7.0,6.6,6.0,5.7,5.8,6.0,5.8,5.6,5.4,5.5,5.9,6.4,6.0,6.2
E14001378,4.8,4.0,3.6,3.2,3.2,3.0,3.1,3.0,3.6,3.4,3.4,3.5,3.7,3.8,4.2,4.3,4.5,4.5,4.7,5.0,5.4,5.4,5.3,5.4,5.7,8.5,8.7,8.5,8.8,7.8,7.1,6.3,6.0,5.0,4.8,5.0,5.0,4.8,4.7,4.6,4.6,4.6,5.0,4.9,4.8
E14001379,1.9,1.6,1.5,1.3,1.3,1.1,1.3,1.2,1.4,1.3,1.4,1.5,1.7,1.7,1.7,1.9,2.0,1.9,2.0,2.1,2.2,2.2,2.2,2.2,2.2,4.1,4.3,4.1,4.1,3.3,3.1,2.7,2.6,2.3,2.2,2.3,2.3,2.2,2.2,2.1,2.1,2.1,2.3,2.2,2.1
E14001380,2.3,1.9,1.5,1.1,1.4,1.2,1.1,1.1,1.3,1.1,1.1,1.1,1.4,1.3,1.3,1.2,1.5,1.4,1.5,1.3,1.7,2.1,2.1,2.3,2.5,4.8,4.8,4.6,5.1,4.2,3.8,3.4,3.4,3.1,3.1,3.0,3.2,3.2,3.1,3.1,3.3,3.1,3.3,3.1,3.4
E14001381,1.5,1.1,1.0,1.0,1.1,0.9,1.0,0.9,1.1,0.9,0.9,1.0,1.1,1.0,0.9,1.0,1.0,0.9,0.8,1.1,1.5,1.6,1.7,1.8,2.1,5.1,4.9,4.5,4.7,3.7,3.1,2.8,2.5,2.1,1.9,2.1,2.1,2.0,2.1,2.1,2.2,2.2,2.4,2.3,2.5
E14001382,3.8,3.0,3.0,2.6,2.5,2.4,2.4,2.3,2.4,2.4,2.5,2.5,2.6,2.6,2.6,2.7,2.9,2.9,3.4,3.8,3.8,4.0,3.9,4.1,4.1,6.8,6.9,6.1,6.0,5.3,4.9,4.3,4.0,3.6,3.6,3.5,3.4,3.4,3.4,3.3,3.3,3.3,3.7,3.4,3.3
E14001383,3.0,2.5,2.2,1.9,2.2,2.0,1.8,1.5,1.7,1.6,1.7,1.5,1.9,1.7,1.7,1.7,1.9,1.7,1.7,1.7,2.2,2.5,2.6,2.8,2.9,5.8,5.8,5.5,5.7,4.9,4.3,3.7,3.5,3.1,3.1,2.8,3.1,3.0,2.9,3.1,3.1,3.1,3.3,3.0,3.2
E14001384,1.6,1.3,1.1,1.0,1.1,1.1,1.1,1.0,1.0,0.9,0.8,0.8,1.0,1.0,1.1,1.1,1.3,1.3,1.4,1.3,1.5,1.5,1.7,1.7,1.8,4.2,4.4,4.0,3.8,3.2,2.8,2.5,2.4,2.1,2.1,2.0,2.2,2.2,2.1,2.2,2.2,2.3,2.5,2.4,2.6
E14001385,1.8,1.2,1.1,1.3,1.2,0.9,0.9,1.1,1.3,1.1,1.0,1.3,1.4,1.1,1.0,1.2,1.4,1.4,1.7,2.1,2.3,2.2,2.1,2.5,2.7,6.1,5.6,5.2,5.6,4.4,3.5,3.4,3.3,2.8,2.6,2.8,2.8,2.7,2.6,3.0,3.0,2.8,3.0,3.2,3.6
E14001386,1.0,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,0.8,0.9,1.1,1.2,1.2,1.2,1.2,1.3,3.7,3.9,3.6,3.5,2.7,2.3,1.9,1.8,1.6,1.6,1.6,1.7,1.6,1.8,1.8,1.9,1.8,2.0,1.9,2.1
E14001387,1.5,1.0,0.9,1.0,0.9,0.6,0.7,1.0,1.2,0.9,0.8,1.0,1.2,1.0,0.9,1.0,1.1,0.9,1.0,1.5,1.9,1.7,1.7,1.9,2.2,5.6,5.4,5.1,5.4,4.0,3.2,3.0,3.0,2.3,2.3,2.5,2.7,2.4,2.4,2.6,2.8,2.5,2.7,2.8,3.2
E14001388,0.8,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1.1,1.1,1.3,1.3,1.3,1.4,1.4,3.5,3.7,3.5,3.6,2.8,2.5,2.3,2.2,2.0,2.0,2.0,1.9,1.8,1.7,1.9,2.0,2.1,2.3,2.2,2.3
E14001389,3.7,3.0,2.6,2.4,2.4,2.1,2.1,2.1,2.5,2.4,2.4,2.5,2.7,2.6,2.5,2.6,3.0,3.2,3.5,3.8,4.0,4.0,3.9,4.0,4.1,6.9,6.9,6.5,6.6,5.9,5.3,4.7,4.3,3.7,3.5,3.4,3.4,3.2,3.0,3.1,3.2,3.2,3.4,3.3,3.4
E14001390,2.4,1.9,1.5,1.2,1.4,1.2,1.1,1.0,1.3,1.1,1.0,0.9,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.6,2.0,2.3,2.4,2.6,2.8,5.9,6.0,5.8,5.8,5.1,4.7,4.2,4.0,3.7,3.8,3.6,3.9,3.7,3.6,3.6,3.9,3.8,3.8,3.6,4.0
E14001391,2.4,2.0,1.7,1.6,1.6,1.5,1.4,1.2,1.4,1.3,1.3,1.3,1.4,1.4,1.4,1.3,1.5,1.5,1.6,1.8,1.9,2.0,2.0,2.1,2.2,4.5,4.4,4.4,4.6,3.7,3.3,2.8,2.7,2.5,2.4,2.6,2.7,2.6,2.6,2.8,2.9,2.8,3.0,2.7,2.8
E14001392,0.7,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.6,0.6,0.6,0.8,0.8,2.9,3.1,3.0,3.1,2.3,2.0,1.7,1.6,1.5,1.5,1.5,1.5,1.4,1.3,1.4,1.5,1.5,1.7,1.5,1.7
E14001393,1.6,1.4,1.3,1.2,1.2,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.1,1.1,0.9,1.0,1.3,1.5,1.5,1.6,1.6,4.2,4.5,4.3,4.3,3.4,3.1,2.8,2.6,2.2,2.1,2.1,2.1,2.0,2.0,2.1,2.2,2.2,2.3,2.1,2.3
E14001394,1.4,1.1,1.0,0.9,0.9,0.8,0.8,0.7,0.9,0.8,0.9,0.9,1.0,1.1,1.2,1.2,1.2,1.1,1.2,1.1,1.3,1.3,1.3,1.4,1.4,3.8,3.9,3.7,3.6,2.8,2.4,2.1,1.9,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.8,1.7,1.8
E14001395,1.6,1.1,0.9,0.9,1.0,0.8,0.8,0.7,0.9,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.9,1.0,1.3,1.4,1.4,1.5,1.6,1.7,3.9,4.1,3.8,4.1,3.3,2.9,2.5,2.5,2.2,2.2,2.2,2.2,2.2,2.1,2.2,2.4,2.5,2.8,2.6,2.7
E14001396,2.0,1.5,1.2,1.2,1.3,1.0,0.9,1.0,1.1,1.0,0.9,0.9,1.1,0.9,0.8,0.9,1.1,0.8,0.8,0.9,1.2,1.4,1.4,1.7,1.9,4.7,4.5,4.3,4.7,3.7,3.1,3.1,3.1,2.7,2.5,2.5,2.7,2.4,2.4,2.6,2.9,2.5,2.7,2.8,2.9
E14001397,2.7,2.0,1.7,1.9,1.9,1.6,1.4,1.6,1.8,1.6,1.6,1.8,1.8,1.5,1.5,1.7,1.9,1.6,1.6,1.8,2.1,2.1,2.3,2.5,2.6,5.0,4.9,4.7,5.1,3.9,3.3,3.2,3.0,2.5,2.5,2.8,2.8,2.4,2.3,2.5,2.7,2.7,2.8,2.7,2.9
E14001398,2.5,2.1,1.7,1.5,1.5,1.3,1.2,1.1,1.3,1.2,1.2,1.1,1.1,1.2,1.1,1.2,1.4,1.3,1.5,1.8,2.0,2.1,2.2,2.2,2.4,4.6,4.6,4.4,4.6,3.8,3.4,3.0,2.8,2.5,2.5,2.4,2.5,2.5,2.5,2.3,2.5,2.7,2.8,2.7,2.8
E14001399,0.9,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,3.2,3.4,3.1,3.1,2.4,2.2,1.7,1.6,1.5,1.5,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.9,1.7,1.7
E14001400,2.1,1.6,1.4,1.2,1.3,1.1,1.3,1.2,1.3,1.3,1.3,1.2,1.3,1.2,1.2,1.2,1.6,1.7,1.8,1.8,2.2,2.3,2.4,2.5,2.6,5.6,5.8,5.6,5.6,4.6,4.1,3.6,3.4,3.1,3.0,3.0,3.1,3.0,2.8,2.8,2.9,3.0,3.3,3.1,3.2
E14001401,2.5,1.9,1.6,1.2,1.4,1.3,1.2,1.0,1.1,1.1,1.1,0.9,1.1,1.1,1.1,1.0,1.5,1.8,1.8,1.9,2.1,2.1,2.2,2.3,2.7,5.6,5.6,5.3,5.2,4.4,3.9,3.5,3.3,3.1,3.0,2.9,3.2,3.2,3.2,3.3,3.5,3.5,3.8,3.5,3.7
E14001402,1.1,0.9,0.8,0.7,0.7,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.1,1.2,1.3,3.8,4.0,3.9,3.9,3.2,2.7,2.2,2.0,1.8,1.8,1.8,1.8,1.8,1.9,1.9,2.1,2.1,2.2,2.2,2.3
E14001403,1.1,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,1.1,1.2,1.4,1.5,1.5,1.6,3.7,4.0,3.6,3.6,3.0,2.6,2.3,2.3,2.1,2.0,2.1,2.1,2.0,2.0,2.1,2.2,2.1,2.4,2.2,2.3
E14001404,1.9,1.6,1.5,1.2,1.3,1.2,1.1,0.9,1.1,1.0,0.9,0.7,0.8,0.8,0.8,0.8,0.9,1.1,1.2,1.2,1.5,1.5,1.6,1.6,1.6,4.1,4.2,3.9,4.0,3.2,2.7,2.5,2.4,2.0,2.1,2.1,2.2,2.1,2.1,2.1,2.1,2.0,2.2,2.1,2.4
E14001405,3.0,2.2,1.7,1.5,1.5,1.3,1.1,1.0,1.2,1.1,1.1,1.0,1.1,1.0,1.0,1.0,1.2,1.1,1.1,1.1,1.7,1.9,2.2,2.5,2.6,5.5,5.3,5.2,5.3,4.3,3.6,3.2,3.1,2.7,2.6,2.7,3.0,3.0,2.8,2.9,2.9,2.9,3.1,3.0,3.3
E14001406,3.9,3.5,3.0,2.4,2.7,2.5,2.3,2.1,2.5,2.4,2.3,2.1,2.3,2.3,2.3,2.2,2.5,2.5,2.4,2.3,2.8,3.3,3.5,3.5,3.7,8.5,8.4,8.1,7.7,6.8,6.3,5.6,5.4,5.1,4.9,4.7,5.0,4.9,4.9,4.8,5.0,5.3,5.6,5.2,5.9
E14001407,2.3,2.0,1.8,1.5,1.6,1.4,1.3,1.1,1.5,1.3,1.3,1.2,1.3,1.3,1.3,1.2,1.4,1.4,1.3,1.2,1.5,1.8,1.9,1.9,2.1,5.6,5.7,5.3,4.7,4.1,3.6,3.2,3.1,2.9,2.9,2.8,2.9,2.9,2.9,2.9,3.0,3.2,3.3,3.1,3.5
E14001408,2.9,2.5,2.1,1.8,2.0,1.6,1.5,1.3,1.6,1.5,1.4,1.4,1.6,1.5,1.4,1.4,1.6,1.6,1.5,1.6,2.1,2.3,2.5,2.6,2.8,5.7,6.1,5.9,5.7,4.9,4.3,3.9,3.7,3.2,3.0,3.0,3.1,3.0,3.0,3.1,3.4,3.2,3.4,3.3,3.5
E14001409,3.0,2.5,2.1,1.9,1.9,1.6,1.6,1.4,1.7,1.6,1.5,1.4,1.6,1.5,1.4,1.3,1.5,1.5,1.5,1.7,2.2,2.5,2.6,2.8,2.9,5.5,5.8,5.6,5.8,4.9,4.5,4.1,3.9,3.5,3.3,3.1,3.1,3.2,3.3,3.4,3.6,3.6,3.9,3.8,3.9
E14001410,5.7,5.1,4.7,4.1,4.0,3.6,3.5,3.2,3.3,3.1,3.0,2.9,3.3,3.3,3.1,3.0,3.2,3.1,2.9,2.7,3.4,3.8,4.0,4.1,4.4,7.7,7.7,7.7,9.2,8.2,7.6,6.9,6.7,6.1,6.0,6.0,6.3,6.3,6.3,6.3,6.8,7.1,7.6,7.2,7.6
E14001411,6.1,5.3,4.7,4.4,4.4,4.0,3.9,3.5,3.8,3.6,3.6,3.4,3.7,3.8,3.7,3.6,4.0,3.8,3.7,3.5,4.3,4.7,5.0,5.2,5.5,9.0,9.2,9.0,9.3,8.4,7.6,6.8,6.6,6.0,5.9,5.8,6.0,6.0,5.9,6.0,6.3,6.5,6.8,6.4,6.7
E14001412,3.8,3.4,3.1,2.7,2.8,2.5,2.5,2.3,2.4,2.4,2.4,2.2,2.4,2.3,2.3,2.2,2.5,2.3,2.1,2.0,2.4,2.7,2.9,3.1,3.2,5.7,5.7,5.5,5.9,5.3,4.9,4.4,4.2,3.8,3.7,3.8,4.0,4.0,3.9,3.9,4.3,4.4,4.5,4.3,4.6
E14001413,3.3,2.8,2.5,2.1,2.0,1.9,1.8,1.7,1.9,1.8,1.9,1.8,2.0,1.8,1.9,1.9,2.5,2.8,2.9,2.8,3.1,3.2,3.3,3.4,3.6,6.5,6.7,6.3,6.1,5.4,4.9,4.4,4.3,3.8,3.7,3.6,3.8,3.8,3.8,3.7,3.7,3.9,4.3,4.2,4.5
E14001414,1.4,1.2,1.2,1.0,1.1,0.9,0.9,0.8,0.8,0.8,0.8,0.9,0.9,1.0,0.9,0.9,0.9,0.8,0.7,0.8,1.0,1.1,1.2,1.3,1.4,4.5,4.6,4.5,4.6,3.7,3.0,2.6,2.3,2.1,2.1,2.0,2.0,2.1,2.2,2.2,2.3,2.2,2.5,2.5,2.7
E14001415,4.0,3.5,3.0,2.4,2.9,2.7,2.8,2.6,3.0,2.8,2.8,2.6,2.9,2.8,3.3,3.5,4.0,4.1,4.2,4.1,4.5,4.5,4.6,4.7,5.1,9.1,9.3,9.1,9.7,8.8,8.0,7.2,7.0,6.4,6.2,6.1,6.4,6.3,6.3,6.1,6.7,6.9,7.4,7.0,7.0
E14001416,4.6,4.0,3.6,2.9,3.2,3.1,3.2,3.0,3.3,3.2,3.2,2.8,3.1,3.0,3.6,3.8,4.3,4.5,4.5,4.4,4.8,4.8,5.1,4.9,5.4,9.7,9.9,9.5,10.1,9.4,8.6,7.5,7.3,6.9,6.7,6.8,7.2,6.9,6.9,6.7,7.4,7.9,8.8,8.3,8.5
E14001417,1.9,1.6,1.4,1.2,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.2,1.0,1.0,1.0,1.2,1.1,1.1,1.5,1.7,1.9,2.0,2.0,2.1,5.2,5.4,5.4,5.4,4.4,3.9,3.3,2.9,2.7,2.7,2.8,2.9,2.9,3.0,3.0,3.2,3.2,3.4,3.5,3.7
E14001418,2.2,1.9,1.6,1.4,1.5,1.3,1.3,1.1,1.3,1.2,1.3,1.2,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.6,1.7,1.8,1.9,2.1,4.7,4.6,4.4,4.5,3.7,3.5,3.0,2.9,2.6,2.7,2.6,2.6,2.6,2.5,2.7,2.8,2.8,3.0,2.8,3.0
E14001419,1.6,1.3,1.1,1.0,1.1,0.9,1.0,1.0,1.1,1.1,1.0,1.0,1.2,1.1,1.1,1.2,1.4,1.6,1.8,1.9,2.1,2.2,2.2,2.4,2.5,5.3,5.6,5.5,5.2,4.5,4.0,3.4,3.2,2.9,2.8,2.7,2.7,2.8,2.7,2.7,2.8,2.9,3.3,3.4,3.4
E14001420,0.8,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.1,1.1,1.1,1.2,2.7,2.9,2.7,2.8,2.3,2.1,1.9,1.8,1.6,1.7,1.6,1.7,1.7,1.7,1.7,1.8,1.8,1.9,1.7,1.9
E14001421,4.9,4.3,4.2,3.6,3.5,3.2,3.1,3.0,3.1,3.0,3.1,2.8,3.1,3.6,3.9,3.9,4.3,4.3,4.6,4.6,4.6,4.8,4.8,4.6,4.7,9.8,10.6,10.9,10.8,9.3,8.1,7.1,6.8,6.0,5.9,5.7,6.0,6.0,6.1,6.2,6.4,6.6,7.1,6.9,7.2
E14001422,2.4,2.0,1.8,1.6,1.6,1.7,1.7,1.7,1.9,1.8,1.8,1.6,1.7,1.7,1.8,1.8,2.0,1.8,1.8,1.9,2.1,2.5,2.7,3.0,3.1,6.1,6.1,6.2,6.2,5.5,5.1,4.5,4.3,3.9,3.9,4.1,4.3,4.2,4.0,4.3,5.0,5.3,5.6,5.5,5.3
E14001423,2.1,1.8,1.7,1.5,1.6,1.5,1.5,1.5,1.6,1.5,1.5,1.4,1.5,1.5,1.5,1.4,1.5,1.4,1.4,1.4,1.6,1.7,1.7,1.7,1.8,4.2,4.2,4.1,4.3,3.6,3.2,2.8,2.5,2.3,2.1,2.1,2.3,2.1,2.1,2.1,2.1,2.3,2.4,2.3,2.4
E14001424,1.7,1.4,1.3,1.3,1.3,1.1,1.1,1.1,1.3,1.1,1.1,1.1,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.9,1.8,1.7,1.8,1.9,4.2,3.8,3.7,4.0,3.2,2.6,2.3,2.2,1.9,1.9,2.0,2.0,1.9,1.9,1.9,2.1,2.0,2.1,2.0,2.0
E14001425,4.5,3.6,2.9,2.1,2.5,2.0,1.8,1.3,1.7,1.7,1.5,1.3,1.7,1.5,1.5,1.5,2.2,2.8,3.1,3.1,3.6,3.7,3.8,4.0,4.4,8.7,8.8,8.7,8.9,8.1,7.3,6.5,6.3,5.8,5.7,5.6,6.1,6.2,6.1,6.0,6.8,7.0,7.4,7.0,7.3
E14001426,2.5,2.1,1.9,1.7,1.9,1.9,1.8,1.7,2.0,2.0,2.0,1.8,2.0,1.9,1.9,1.8,2.0,2.3,2.6,2.8,3.0,2.9,2.9,3.0,3.2,5.9,6.1,5.6,5.5,4.6,4.0,3.7,3.5,2.9,2.7,2.8,2.9,2.9,2.9,3.0,3.2,3.1,3.4,3.3,3.4
E14001427,3.3,3.0,2.7,2.3,2.7,2.6,2.6,2.5,3.0,2.9,2.9,2.8,3.0,2.9,2.7,2.7,3.1,3.6,3.8,4.1,4.4,4.3,4.2,4.3,4.6,7.7,7.9,7.4,7.6,6.5,6.0,5.3,5.0,4.6,4.2,4.3,4.3,4.3,4.3,4.4,4.6,4.4,4.4,4.4,4.7
E14001428,3.8,3.0,2.6,2.3,2.7,2.5,2.1,1.8,2.2,1.9,2.1,1.9,2.3,2.1,2.1,2.1,2.3,2.2,2.1,2.1,2.8,3.1,3.3,3.4,3.6,6.3,6.4,6.0,6.1,5.2,4.6,4.2,3.9,3.5,3.5,3.4,3.5,3.3,3.3,3.5,3.6,3.5,3.7,3.4,3.5
E14001429,1.8,1.4,1.2,1.2,1.2,1.1,1.0,1.0,1.3,1.2,1.2,1.2,1.4,1.2,1.2,1.3,1.6,1.7,1.8,2.0,2.2,2.3,2.3,2.3,2.5,5.6,5.7,5.4,5.5,4.5,3.8,3.4,3.4,3.0,2.8,2.9,2.9,2.9,2.7,2.8,3.0,3.2,3.3,3.1,3.4
E14001430,3.2,2.8,2.8,2.3,2.1,2.0,2.1,2.0,2.1,2.0,2.0,1.9,1.8,2.2,2.5,2.4,2.5,2.6,2.7,2.8,2.8,2.9,3.0,3.0,3.1,7.0,7.5,7.9,8.4,7.4,6.5,5.6,5.3,4.7,4.6,4.6,4.4,4.6,4.9,4.9,5.1,5.4,6.4,6.6,6.9
E14001431,2.3,2.0,1.7,1.6,1.6,1.4,1.3,1.3,1.4,1.2,1.2,1.2,1.4,1.4,1.3,1.3,1.6,1.5,1.5,1.6,2.0,2.2,2.4,2.7,2.9,6.8,6.8,6.6,6.8,5.7,4.9,4.5,4.2,3.7,3.7,3.8,3.7,3.8,3.7,3.8,4.0,4.1,4.5,4.1,4.3
